poor_rate,good_rate,good_count,general_count,poor_count,after_count,average_score,sku_id,good_name
0.014,0.98,6300,40,50,100,5,35135441590,O
0.011,0.98,3400,30,30,10,5,12172199455,三
0.08,0.92,10,0,1,0,5,34253809437,飞
0,1,20,0,0,0,5,42368272347,三
0,1,2,0,0,0,5,42551064635,小
0,0.99,400,2,0,0,5,31179694993,纽
0.015,0.98,3700,20,30,30,5,30501952740,诺
0,1,60,0,0,0,5,36985588079,飞
0.013,0.97,70,1,1,1,5,35671452393,纽
0,1,50,0,0,0,5,28480357894,努
0.015,0.98,1900,10,10,8,5,27317494111,华
0.04,0.96,20,0,1,1,5,36961920016,O
0.004,0.98,800,10,4,4,5,37348371907,华
0.5,0.5,1,0,1,0,3,35096494819,华
0.016,0.98,200,1,2,20,5,37832967043,三
0,0.99,100,1,0,0,5,16597375445,A
0,1,50,0,0,2,5,39065687082,索
0.016,0.98,400,2,4,5,5,27416486447,华
0,1,50,0,0,1,5,39686842024,华
0,1,3,0,0,0,5,43362403931,华
0.01,0.99,100,0,1,1,5,22312658922,三
0.014,0.98,160000,1100,1200,1900,5,7119306,3
0,1,4,0,0,1,5,43821655306,飞
0,1,10,0,0,0,5,39849032838,华
0.017,0.98,600,2,5,2,5,34133186254,华
0,1,1,0,0,0,5,36324503827,华
0.02,0.97,45000,400,600,400,5,6138112,小
0.007,0.99,3500,10,20,10,5,17462145865,小
0.014,0.98,1300,9,10,6,5,27310368374,华
0.12,0.88,8,0,1,0,5,40945557544,美
0,1,10,0,0,2,5,40354447426,【
0,1,10,0,0,0,5,40385292299,飞
0.024,0.97,400,3,9,5,5,30463868334,诺
0.007,0.99,2200,8,10,9,5,34871707227,华
0.021,0.97,300,3,5,2,5,27599333381,小
0.003,0.99,300,1,1,2,5,28572754126,捷
0.028,0.96,100,2,3,2,5,41787863186,v
0.044,0.94,100,2,5,4,5,30728465084,华
0,1,8,0,0,0,5,41334295734,飞
0.018,0.97,600,8,9,4,5,15965344258,乐
0.019,0.98,1000,2,10,7,5,34662350590,【
0.016,0.98,400,2,5,5,5,18861395637,A
0.008,0.99,1700,4,10,10,5,34233726987,华
0,1,6,0,0,0,5,43746811416,飞
0,1,10,0,0,0,5,39872230159,华
0,1,20,0,0,0,5,32510737914,小
0,1,2,0,0,0,5,44105841325,小
0,1,20,0,0,0,5,32531990753,华
0,1,9,0,0,0,5,34662604397,华
0.048,0.94,70,1,3,1,5,40455405542,A
0,1,0,0,0,0,5,41672486523,华
0.01,0.99,100,0,1,0,5,35223522830,华
0.021,0.97,4500,40,80,50,5,26929650929,天
0,1,10,0,0,0,5,40513539415,小
0.007,0.99,10000,30,40,40,5,27493450928,华
0,1,40,0,0,0,5,24674660593,创
0.028,0.96,100,2,3,0,5,40770362506,酷
0.01,0.99,300,0,1,3,5,43620415544,华
0,1,10,0,0,0,5,23924527095,三
0.017,0.98,200,1,2,4,5,37309299298,华
0,1,30,0,0,0,5,38831769884,华
0.012,0.98,1100,10,10,20,5,31261432611,魅
0.022,0.97,2100,10,30,4,5,25181037690,S
0,0.99,300,1,0,4,5,39850493647,8
0.008,0.99,22000,50,100,70,5,25674071317,华
0.034,0.96,100,1,4,1,5,26115277519,联
0,1,4,0,0,0,5,39914976359,华
0.017,0.98,3800,10,20,30,5,35141652362,O
0.032,0.96,100,1,3,0,5,30285295374,纽
0.019,0.98,600,1,10,20,5,11184428390,小
0.015,0.98,2000,10,10,10,5,27390366924,华
0.008,0.99,1700,5,10,10,5,32250282021,O
0.013,0.98,11000,80,100,100,5,28779745128,小
0.018,0.97,3900,50,60,70,5,7652089,小
0,1,10,0,0,0,5,41429535758,华
0,1,0,0,0,0,5,43767019095,华
0,1,10,0,0,0,5,42981317795,华
0,1,9,0,0,0,5,39028568440,海
0.015,0.98,100,1,2,4,5,32847629903,优
0.011,0.96,80,2,1,0,5,17539605632,B
0,0.98,90,1,0,3,5,36912227161,O
0.029,0.96,300,4,9,1,5,32529454296,A
0.014,0.98,300,2,3,3,5,33102418835,小
0.009,0.99,2700,3,10,10,5,29659404127,小
0,1,30,0,0,0,5,40084540773,美
0.006,0.99,3200,10,10,60,5,34600604836,O
0,1,4,0,0,0,5,42604610716,小
0,1,10,0,0,0,5,41089496883,【
0.01,0.99,1300,1,4,20,5,25746511299,飞
0,1,0,0,0,0,5,41514254809,华
0.006,0.98,100,1,1,0,5,27378560309,飞
0.004,0.99,200,1,1,0,5,20888612599,天
0,0.99,100,1,0,1,5,26192184310,A
0.015,0.98,800,5,10,3,5,29918567067,小
0.03,0.97,200,0,7,3,5,22312749387,魅
0,1,100,0,0,3,5,23925097260,飞
0,1,5,0,0,0,5,32063792168,华
0,1,10,0,0,1,5,31996402867,酷
0.01,0.99,400,0,3,0,5,30800554685,【
0.1,0.9,10,0,2,0,5,41573303061,华
0.003,0.99,200,1,1,2,5,34371983777,魅
0.002,0.99,400,2,1,0,5,20121742547,华
0,1,2,0,0,0,5,34760642326,华
0,1,30,0,0,0,5,27214010959,努
0.01,0.99,100,0,1,1,5,30679868708,天
0,1,5,0,0,0,5,43680375401,华
0.003,0.99,300,2,1,3,5,11185705299,M
0.029,0.96,80,1,2,1,5,37536942421,海
0.02,0.98,70,0,1,0,5,31461428505,8
0.014,0.98,100,1,2,0,5,29037198515,纽
0.009,0.98,400,4,4,2,5,25210592203,飞
0.04,0.96,20,0,1,0,5,43221131088,摩
0,1,9,0,0,0,5,31583776695,B
0,1,50,0,0,1,5,31807936490,飞
0,1,0,0,0,0,5,34358905493,华
0,1,50,0,0,0,5,30387983324,小
0,1,100,0,0,0,5,40342036191,华
0,1,8,0,0,0,5,37096560258,华
0,1,10,0,0,0,5,39035076761,华
0.016,0.98,800,4,6,1,5,13969186138,诺
0,1,0,0,0,0,5,40115418704,华
0,0.83,5,1,0,0,5,40980930886,华
0.03,0.97,40,0,1,1,5,29993511475,酷
0,1,70,0,0,3,5,40113722791,华
0.02,0.98,100,0,2,0,5,29187572071,创
0.018,0.98,300,1,4,0,5,41288820041,华
0.039,0.94,80,2,3,0,5,43222739495,酷
0,1,7,0,0,0,5,41507373958,努
0.01,0.99,100,0,1,1,5,37057579161,诺
0.01,0.99,200,0,1,1,5,26653525207,华
0.01,0.99,200,0,1,1,5,42270834207,黑
0.007,0.99,5200,20,20,10,5,24433640341,优
0,1,200,0,0,1,5,40349057788,【
0.01,0.99,100,0,1,0,5,35928947257,中
0.009,0.98,1900,20,10,10,5,11297714762,诺
0.002,0.99,4700,10,10,40,5,19151105748,飞
0,1,1,0,0,0,5,43152344565,中
0.007,0.99,2000,8,10,9,5,30940060426,纽
0.007,0.99,6600,20,20,20,5,6274964,天
0.007,0.99,1500,5,9,70,5,25647126507,飞
0,1,4,0,0,0,5,34559038675,飞
0.015,0.96,500,9,9,8,5,15248226574,摩
0.002,0.99,400,2,1,5,5,34998195536,O
0,1,30,0,0,0,5,34807984146,【
0.015,0.98,100,1,2,2,5,25938573324,三
0,1,200,0,0,9,5,32934858473,飞
0.008,0.99,2900,8,10,10,5,12801366967,华
0.006,0.98,100,1,1,2,5,31909818675,华
0.01,0.99,1200,0,4,8,5,33863761585,华
0,0.88,8,1,0,0,5,40558574793,华
0,0.96,30,1,0,1,5,37848114098,努
0.004,0.99,1200,6,6,10,5,34658915937,华
0.008,0.99,700,2,4,5,5,34555111693,【
0.03,0.97,70,0,2,1,5,29638197796,中
0.34,0.66,2,0,1,0,4,42135670979,纽
0.007,0.99,3400,10,20,8,5,29809363971,天
0.024,0.97,100,1,2,6,5,41640382698,v
0.003,0.99,4600,20,10,60,5,40144008007,O
0,1,7,0,0,0,5,34757392908,索
0.009,0.98,100,1,1,7,5,40341631895,飞
0,1,10,0,0,0,5,40788872272,诺
0.003,0.99,1500,5,5,7,5,27390677606,华
0.015,0.98,300,2,4,3,5,28827745517,小
0.04,0.96,20,0,1,0,5,41008103652,小
0.006,0.99,12000,50,60,50,5,100004193564,O
0.012,0.96,6900,100,90,80,5,4519660,3
0.015,0.98,1000,6,8,20,5,34556558951,O
0,1,100,0,0,0,5,40018102807,华
0,1,4,0,0,0,5,41453798780,优
0.019,0.98,600,1,7,5,5,39875406701,【
0.02,0.98,70,0,1,0,5,29702433041,乐
0,1,20,0,0,0,5,31860837388,华
0,0.99,300,2,0,1,5,34593406802,华
0.012,0.98,4000,30,30,20,5,4526057,天
0.014,0.96,1200,20,10,90,5,100003536770,三
0,1,10,0,0,2,5,41460969169,华
0.004,0.98,200,2,1,2,5,33185209067,创
0.014,0.98,4000,20,40,30,5,31497136240,华
0.01,0.97,90,1,1,2,5,11231480525,中
0,1,10,0,0,0,5,40107354789,华
0.052,0.94,100,1,5,2,5,33063530287,优
0.017,0.98,200,1,2,4,5,27508787874,魅
0.016,0.98,400,2,6,2,5,32119834125,康
0,1,2,0,0,0,5,41574178527,华
0.008,0.98,1100,10,10,10,5,23785880641,一
0,0.99,400,3,0,4,5,26820244943,华
0.008,0.99,240000,600,800,900,5,100000766433,华
0.023,0.97,100,1,2,2,5,18602949580,中
0.007,0.99,6400,20,30,30,5,32943574369,A
0.016,0.98,3300,10,20,20,5,34156132891,O
0.019,0.98,1200,2,10,7,5,29876085612,华
0.04,0.95,400,5,10,10,5,33069303099,3
0.02,0.97,100,2,3,3,5,37753747768,华
0,1,100,0,0,0,5,31184577040,华
0,1,30,0,0,0,5,33522485576,天
0.002,0.98,300,3,1,3,5,30743952632,华
0.01,0.97,90,1,1,2,5,39223506541,F
0,0.97,90,2,0,0,5,26077064892,努
0.003,0.99,2400,10,8,50,5,34205031814,O
0,1,6,0,0,0,5,40513529054,小
0.003,0.99,6400,20,20,20,5,26130378342,誉
0.005,0.98,500,4,3,2,5,33918687124,魅
0.07,0.93,40,0,3,0,5,35104932737,黑
0.007,0.99,1500,6,9,7,5,25546226662,小
0,1,1,0,0,0,5,41785782171,飞
0,1,2,0,0,0,5,43252168422,荣
0,1,20,0,0,0,5,28687506175,捷
0,1,1,0,0,0,5,42643771861,华
0,1,8,0,0,0,5,40445491086,华
0,0.97,30,1,0,1,5,42143262744,小
0.03,0.97,100,0,4,1,5,32236826224,努
0,1,1,0,0,0,5,43532040192,华
0.01,0.99,200,0,2,0,5,31933149837,小
0,1,30,0,0,0,5,37365761253,飞
0.027,0.97,700,3,10,10,5,34487395413,A
0,1,1,0,0,0,5,43559002099,小
0,1,20,0,0,0,5,36534793658,华
0,1,10,0,0,0,5,40826015433,华
0.01,0.99,400,0,1,0,5,40854489481,荣
0,1,6,0,0,0,5,28060715530,诺
0,1,7,0,0,0,5,40121703082,华
0,1,100,0,0,2,5,30008109546,A
0,1,0,0,0,0,5,42737710447,华
0.003,0.99,300,2,1,4,5,27902001933,华
0,1,10,0,0,0,5,40342148778,华
0,1,10,0,0,0,5,38248836127,华
0.024,0.97,100,1,2,1,5,32532540087,3
0.013,0.98,1000,8,10,10,5,28207514552,华
0.032,0.96,400,4,10,9,5,41015450515,【
0.016,0.98,2300,10,20,20,5,39215375202,华
0.019,0.97,100,2,3,2,5,35308212093,魅
0.025,0.96,900,10,20,30,5,15027729766,U
0.008,0.97,200,3,2,1,5,28072640491,酷
0.006,0.99,5300,20,20,40,5,25531193076,【
0.008,0.99,3300,10,10,10,5,26810753123,华
0.015,0.98,3000,10,20,10,5,100001075211,纽
0.016,0.98,7400,30,60,30,5,30266081507,华
0,1,10,0,0,0,5,40909347334,华
0.02,0.95,91000,2800,2000,100,5,1466498777,守
0,1,9,0,0,0,5,41312873009,小
0,0.99,200,1,0,3,5,29049515260,v
0,1,20,0,0,0,5,33274258665,小
0.013,0.98,3000,20,20,10,5,16192138997,华
0,0.96,20,1,0,1,5,36099644503,三
0.021,0.97,500,5,8,5,5,32164705426,3
0.017,0.97,1200,10,20,10,5,25075711923,金
0,1,90,0,0,0,5,33337367695,华
0.008,0.98,200,2,2,1,5,39855573319,纽
0,1,4,0,0,0,5,29962187083,华
0,1,10,0,0,1,5,39393037235,三
0,0.97,100,3,0,2,5,35603241724,魅
0.006,0.98,400,3,3,2,5,35458467006,华
0.016,0.98,400,2,6,9,5,30945689713,华
0,1,0,0,0,0,5,42740431979,华
0.017,0.98,1800,7,10,10,5,26262991911,小
0.015,0.98,500,3,8,10,5,38455628345,【
0.015,0.98,9400,50,80,100,5,27393700033,华
0.06,0.94,50,0,3,4,5,35228822467,魅
0.017,0.98,200,1,4,0,5,36992234300,荣
0.035,0.94,200,6,8,6,5,43483833674,小
0,0.99,100,1,0,0,5,28044219829,华
0,1,200,0,0,1,5,30629529269,克
0.009,0.99,7100,10,20,20,5,8717362,飞
0,1,70,0,0,0,5,30960899870,诺
0.007,0.99,350000,1000,1200,2500,5,6946603,华
0.5,0.5,1,0,1,1,3,42440398875,华
0,1,50,0,0,0,5,38496187039,华
0.009,0.98,100,2,2,0,5,27598705807,华
0.002,0.98,400,5,1,1,5,100001768473,飞
0.01,0.99,400,0,1,3,5,27573591586,飞
0.015,0.98,3300,10,30,30,5,27595911473,小
0,1,6,0,0,0,5,40333196665,华
0,1,40,0,0,0,5,34664704427,华
0.08,0.92,20,0,2,0,5,41000618074,小
0,1,0,0,0,0,5,35455042944,华
0,1,10,0,0,1,5,43027321969,【
0,1,0,0,0,0,5,44033819797,华
0.017,0.98,2100,8,10,10,5,33275981407,小
0.011,0.97,100,2,2,3,5,37789446467,夏
0.004,0.99,400,2,2,3,5,29208070133,华
0,1,0,0,0,0,5,43339105256,黑
0,1,1,0,0,0,5,42718718843,华
0.029,0.96,20000,200,400,300,5,100002069408,努
0,1,0,0,0,0,5,41890533489,酷
0,1,30,0,0,0,5,39372662982,三
0.02,0.98,200,0,3,1,5,33262286582,小
0.013,0.98,2300,10,20,5,5,20524250696,天
0,1,70,0,0,3,5,35095094417,创
0,1,100,0,0,1,5,20470612432,优
0,1,5,0,0,0,5,11653088609,C
0.016,0.98,400,2,3,20,5,19036625554,欧
0.03,0.97,40,0,1,0,5,39747611872,华
0,1,70,0,0,1,5,17027397228,中
0.041,0.91,60,3,3,3,5,39855784454,华
0,1,100,0,0,9,5,32461342741,A
0,0.92,10,1,0,0,5,34371112785,A
0,1,8,0,0,0,5,41633262028,Z
0.003,0.99,600,4,2,4,5,30194568972,华
0,1,50,0,0,4,5,43616090721,小
0,1,4,0,0,0,5,39849942101,酷
0.014,0.98,130000,900,1000,1500,5,100002544828,荣
0,1,0,0,0,0,5,40589794438,华
0.036,0.95,60,1,2,0,5,34319209282,N
0.014,0.98,1100,7,8,9,5,32404072384,魅
0.1,0.9,10,0,1,0,5,35289451768,魅
0.024,0.97,100,1,3,1,5,29763734416,创
0,0.95,20,1,0,0,5,31292314531,魅
0,1,0,0,0,0,5,41979861849,黑
0,1,20,0,0,1,5,33184590023,华
0.03,0.97,90,0,2,0,5,40038521452,华
0,1,10,0,0,0,5,36666922867,华
0.007,0.99,300,1,2,0,5,30865449626,荣
0.019,0.98,700,1,7,8,5,39297367866,华
0.05,0.95,60,0,3,4,5,21943417744,魅
0,0.97,40,1,0,0,5,28787191630,小
0.015,0.98,160000,800,800,1300,5,100001172674,一
0,1,0,0,0,0,5,39875719624,华
0.015,0.98,500,3,7,4,5,31731163017,3
0,1,0,0,0,0,5,43358233407,京
0,1,10,0,0,0,5,31770290146,小
0.023,0.96,600,10,10,9,5,7289221,天
0.015,0.98,19000,100,100,100,5,4270025,天
0,1,9,0,0,0,5,28151090971,华
0.009,0.97,200,3,2,8,5,22454928181,迪
0.015,0.98,2900,10,20,10,5,25559912613,华
0.008,0.99,11000,20,30,50,5,28505252057,康
0,1,10,0,0,1,5,40628501207,联
0,1,2,0,0,0,5,41365014849,华
0.166,0.66,4,1,1,0,4,37705609577,苹
0.2,0.8,4,0,1,0,4,41955117507,三
0.016,0.98,23000,100,100,100,5,7701235,M
0,1,2,0,0,0,5,41467102792,纽
0.003,0.99,1900,8,6,10,5,11934244556,B
0.009,0.99,1800,3,10,10,5,33268359658,小
0,1,50,0,0,1,5,34274114834,华
0.03,0.97,100,0,3,2,5,27321309456,魅
0.01,0.99,1000,1,4,10,5,32661125078,O
0.006,0.98,300,3,2,5,5,31842592881,3
0.02,0.98,50,0,1,0,5,32842946977,华
0,1,20,0,0,0,5,40725086239,诺
0.21,0.69,7,1,2,0,4,40624751606,小
0.015,0.98,23000,100,100,100,5,31427830934,O
0,0.98,80,1,0,0,5,41564825820,华
0,1,60,0,0,0,5,43759748219,黑
0,1,1,0,0,0,5,42349704834,华
0,1,0,0,0,0,5,41089695024,荣
0,1,8,0,0,0,5,29733266212,魅
0.006,0.98,1400,10,9,10,5,30119427703,华
0.03,0.97,40,0,1,2,5,43575171493,【
0.01,0.99,400,0,3,2,5,30416152247,波
0,1,6,0,0,0,5,41789987171,飞
0.02,0.98,100,0,2,5,5,32953458684,O
0.03,0.97,30,0,1,0,5,27391123277,华
0,1,10,0,0,1,5,27908602789,华
0.024,0.97,300,2,5,3,5,32941899413,A
0.021,0.95,40,1,1,0,5,37932884991,联
0,1,0,0,0,0,5,42681726525,小
0.009,0.99,2500,3,10,10,5,19666641971,A
0.006,0.98,74000,500,400,500,5,100001570996,飞
0.03,0.97,100,0,5,2,5,30833201614,诺
0,1,5,0,0,0,5,41011166757,小
0.02,0.97,19000,200,200,300,5,100001036244,努
0.008,0.99,1600,5,10,10,5,16641672957,华
0.015,0.98,5100,20,40,30,5,28208891925,华
0.014,0.98,200,2,3,3,5,29545686575,金
0.016,0.98,1200,6,10,5,5,26819939310,华
0.017,0.98,3800,10,20,30,5,34130045806,O
0.014,0.98,5800,40,60,70,5,28445462537,小
0,1,20,0,0,0,5,36912518338,O
0,0.85,6,1,0,0,5,33873219164,华
0,1,0,0,0,0,5,42369931158,华
0,1,9,0,0,0,5,34681576363,华
0.1,0.9,9,0,1,0,5,34657858809,中
0.008,0.98,2300,20,10,10,5,11323185366,华
0,1,10,0,0,0,5,35219070940,纽
0.007,0.99,6600,20,30,20,5,15304787198,诺
0.005,0.98,100,1,1,3,5,40032588764,魅
0.001,0.99,500,3,1,5,5,24795214181,小
0.019,0.98,1200,2,10,6,5,34627266173,纽
0.003,0.98,700,7,3,7,5,27712033007,华
0,1,3,0,0,0,5,26327127554,三
0.015,0.98,23000,100,100,100,5,31858457085,O
0.015,0.98,16000,90,100,100,5,32101310668,下
0.01,0.99,300,0,1,3,5,23395950357,三
0.015,0.98,600,4,5,5,5,15070992379,华
0.01,0.99,100,0,1,0,5,11702693935,诺
0,0.98,100,2,0,0,5,35135803411,黑
0.017,0.98,300,1,3,1,5,25148289938,s
0,1,20,0,0,1,5,43219298204,【
0.001,0.99,500,3,1,2,5,20536057409,华
0.029,0.96,100,2,5,2,5,36101344193,易
0,1,0,0,0,0,5,42912879417,三
0,0.9,10,1,0,0,5,33529614037,艾
0,1,10,0,0,0,5,25692992320,宏
0.016,0.98,1600,8,10,10,5,30232368360,小
0.022,0.97,200,2,3,4,5,31245239083,摩
0.015,0.98,100,1,2,0,5,30965931344,酷
0.02,0.98,600,0,9,4,5,25259565874,华
0,1,10,0,0,0,5,32415135576,纽
0.01,0.99,500,0,2,2,5,30501663340,小
0,1,100,0,0,0,5,29304752868,海
0,1,10,0,0,0,5,40513055818,小
0.016,0.96,50,1,1,1,5,30544081411,诺
0.017,0.96,50,1,1,0,5,32562205899,华
0.009,0.99,2100,3,5,10,5,28041938740,华
0,1,0,0,0,0,5,41661835433,小
0.015,0.98,1000,6,8,10,5,27397838807,【
0.015,0.98,3000,10,30,40,5,41023282169,小
0.009,0.99,5000,9,10,40,5,31942713664,【
0,0.99,100,1,0,10,5,29573348995,爱
0,0.99,100,1,0,2,5,26638565648,华
0.02,0.98,80,0,1,0,5,28066496190,B
0.003,0.99,72000,200,200,200,5,4893361,诺
0.04,0.96,30,0,1,2,5,42964466976,【
0.008,0.99,2000,5,10,10,5,18175241978,华
0.34,0.66,2,0,1,0,4,41128500352,诺
0.026,0.97,1200,6,20,10,5,32786872441,魅
0.013,0.98,18000,100,100,100,5,7177012,努
0,1,10,0,0,0,5,30545300859,诺
0.01,0.99,400,0,3,4,5,34603027874,【
0.02,0.98,50,0,1,0,5,27557644116,翻
0.007,0.96,100,3,1,2,5,38053160493,飞
0.01,0.99,1300,1,9,0,5,13863239356,创
0.017,0.98,2500,8,40,20,5,26660995455,华
0,1,1,0,0,0,5,27704109381,魅
0.007,0.99,10000,30,60,20,5,17250543587,华
0,1,10,0,0,1,5,35827551114,华
0,0.99,1100,5,1,3,5,32787352993,【
0.006,0.99,900,4,5,6,5,27279872984,B
0.23,0.77,7,0,2,1,4,43577430451,黑
0,1,6,0,0,0,5,40629248396,易
0.017,0.98,1400,5,10,90,5,41568793680,小
0.001,0.99,600,3,1,10,5,31287664019,8
0.04,0.96,80,0,3,0,5,37489849106,小
0,1,0,0,0,0,5,40389896809,赠
0,0.99,100,1,0,0,5,12033170773,优
0,0.99,100,1,0,0,5,34252031753,A
0.01,0.99,100,0,2,0,5,26613682260,捷
0.04,0.96,20,0,1,0,5,12591525497,【
0,1,1,0,0,0,5,40101602069,海
0,1,4,0,0,0,5,41255395080,酷
0,1,2,0,0,0,5,41886564523,酷
0.024,0.97,100,1,2,1,5,25618900943,魅
0,1,10,0,0,0,5,35589691455,华
0,1,1,0,0,0,5,42690862879,H
0,1,5,0,0,0,5,37496571244,s
0.021,0.97,1400,10,20,7,5,100003024986,酷
0.005,0.98,500,4,3,2,5,30507899206,华
0,1,8,0,0,0,5,39881561715,华
0,1,10,0,0,0,5,41012520691,荣
0.04,0.96,100,0,4,0,5,37219084417,华
0,1,7,0,0,0,5,31595987193,华
0.005,0.98,300,2,2,1,5,32916724321,飞
0.015,0.98,130000,700,800,600,5,11481305161,尼
0.022,0.97,300,3,7,3,5,41360723126,华
0,1,2,0,0,0,5,33072428836,华
0.01,0.99,100,0,1,1,5,25663869478,C
0,1,10,0,0,1,5,34682249035,华
0.008,0.99,7700,10,10,20,5,22124510422,小
0.005,0.98,300,3,2,4,5,30088920493,华
0.007,0.99,300,1,2,1,5,34156067777,纽
0.15,0.85,6,0,1,0,4,13463806239,卡
0.005,0.98,300,2,2,1,5,27421380965,华
0,1,0,0,0,0,5,40980938654,华
0,0.8,4,1,0,1,5,35326915063,华
0,1,30,0,0,0,5,40111730076,小
0.028,0.96,600,8,10,6,5,31140047441,欧
0,1,100,0,0,1,5,32983872740,A
0,1,30,0,0,0,5,27321322077,优
0.046,0.92,400,10,20,1,5,38583317756,酷
0,1,10,0,0,0,5,27059093594,飞
0,1,0,0,0,0,5,42166655527,海
0,1,30,0,0,0,5,30868631833,小
0,0.98,200,3,0,2,5,29831028812,华
0.008,0.99,39000,100,100,100,5,11217707490,Y
0.015,0.98,23000,100,100,100,5,34707945522,O
0,1,50,0,0,2,5,40993309911,飞
0.04,0.94,90,2,3,1,5,31772718525,优
0,1,10,0,0,0,5,35731184978,华
0.02,0.98,100,0,2,5,5,32972009679,中
0,1,100,0,0,0,5,34364114211,华
0.004,0.99,1500,7,7,10,5,26685107076,小
0,1,0,0,0,0,5,42626602399,美
0,1,20,0,0,0,5,31220225123,优
0.008,0.99,900,2,6,20,5,16833723864,美
0.009,0.97,2300,20,20,20,5,31339605481,魅
0,1,30,0,0,0,5,33151044825,小
0.016,0.98,8900,30,60,30,5,27693203645,海
0.016,0.98,1800,8,10,40,5,38005515972,华
0.015,0.98,5700,30,50,60,5,25322092730,华
0,1,30,0,0,1,5,42440181831,小
0.004,0.99,200,1,1,1,5,18788959673,飞
0,1,0,0,0,0,5,1979871868,三
0.013,0.98,15000,100,200,100,5,15279966734,A
0,1,8,0,0,0,5,41725521280,纽
0,1,60,0,0,1,5,40483383578,克
0,1,10,0,0,0,5,32957526675,A
0.023,0.97,200,2,5,4,5,28415652307,天
0,1,40,0,0,1,5,32903009957,魅
0,1,10,0,0,0,5,42305023571,三
0,1,0,0,0,0,5,40584787317,A
0.006,0.99,26000,100,100,100,5,6274982,天
0,1,10,0,0,0,5,30466111011,朵
0.004,0.98,400,3,2,3,5,39917494471,纽
0,1,8,0,0,0,5,29607214236,朵
0.012,0.97,500,8,7,3,5,39671342745,优
0,1,10,0,0,0,5,36351775597,华
0.02,0.98,100,0,2,0,5,31984470224,金
0.007,0.98,200,2,2,6,5,14820811557,三
0.058,0.88,10,1,1,0,5,19753546446,宏
0.03,0.97,70,0,2,1,5,30453423296,华
0.017,0.98,200,1,3,0,5,33607362149,魅
0.013,0.98,2100,10,20,20,5,26017074475,A
0.02,0.98,100,0,2,1,5,32967773496,A
0,1,3,0,0,0,5,32413029479,华
0.016,0.98,4100,10,30,90,5,25965832700,O
0,1,60,0,0,0,5,15647403119,中
0,1,0,0,0,0,5,34177570092,小
0.2,0.8,4,0,1,1,4,41073546112,【
0.009,0.99,1900,3,9,5,5,32254228967,O
0.016,0.98,3200,10,20,10,5,13280647012,诺
0.021,0.97,15000,100,100,100,5,5239147,守
0.012,0.96,70,2,1,1,5,25547823019,中
0,0.95,20,1,0,0,5,33625091992,飞
0.021,0.97,100,1,2,1,5,38247599565,华
0.025,0.97,100,1,3,6,5,100002536005,天
0,0.99,100,1,0,0,5,29445469344,华
0.017,0.98,600,2,10,40,5,41576189219,小
0.012,0.97,80,1,1,0,5,43090676297,多
0.023,0.97,15000,100,100,100,5,25734318775,华
0.007,0.99,800,3,4,10,5,17934534358,华
0,1,0,0,0,0,5,42427086128,飞
0,0.96,30,1,0,1,5,27703184339,华
0.02,0.98,100,0,2,3,5,32501328339,华
0,0.98,200,3,0,0,5,25605837081,诺
0,1,9,0,0,0,5,41630627088,【
0,1,4,0,0,0,5,33158987045,小
0.004,0.99,6100,30,20,20,5,100000084917,飞
0.017,0.98,2200,9,20,30,5,28291548125,小
0.015,0.96,60,1,1,0,5,35928599185,华
0,1,1,0,0,0,5,42603866055,华
0.009,0.99,9300,10,40,40,5,32943757458,A
0.039,0.93,200,7,8,2,5,34755231315,移
0.005,0.98,100,1,1,0,5,29778859214,华
0,0.99,200,2,0,10,5,34248191826,爱
0,1,200,0,0,3,5,29874598306,华
0,1,2,0,0,0,5,42742086941,荣
0.023,0.97,100,1,2,2,5,28228510644,魅
0.015,0.96,100,2,2,1,5,26009956863,三
0,1,2,0,0,0,5,42082963463,华
0.033,0.93,100,4,4,2,5,34883082736,华
0.01,0.99,100,0,1,2,5,37030690208,华
0.017,0.98,600,2,8,10,5,32588834777,华
0.016,0.98,42000,100,200,200,5,17135093923,H
0,1,20,0,0,0,5,28290697474,3
0.017,0.98,200,1,2,3,5,15364081885,诺
0.002,0.99,35000,100,100,100,5,100004250792,【
0.013,0.96,100,3,2,2,5,30948508400,华
0.008,0.99,3400,10,10,30,5,39167157921,华
0.005,0.98,100,1,1,1,5,34956176302,飞
0.04,0.96,20,0,1,1,5,36908533716,O
0,0.98,200,3,0,4,5,34659002005,华
0,1,50,0,0,0,5,40305215937,诺
0,1,50,0,0,0,5,41253591341,努
0.016,0.98,5400,20,40,70,5,29957662659,O
0.015,0.98,7600,40,50,50,5,26402367716,华
0,1,50,0,0,0,5,34801895729,华
0,0.75,3,1,0,0,5,37842954681,诺
0,1,3,0,0,0,5,41103962439,3
0,1,90,0,0,0,5,40916927056,v
0.015,0.98,2200,10,10,20,5,33670057365,O
0.02,0.97,300,4,7,1,5,31263290803,飞
0.013,0.98,5100,40,40,50,5,20911684467,华
0.05,0.95,40,0,2,1,5,1979686786,C
0.002,0.99,300,1,1,1,5,40308397365,捷
0,1,0,0,0,0,5,37280942988,华
0.01,0.99,4200,0,3,20,5,29282189375,小
0.055,0.94,300,2,10,2,5,41592378175,小
0.002,0.99,600,4,2,10,5,34608209963,华
0,1,0,0,0,0,5,36750116602,三
0,1,8,0,0,0,5,36209493002,华
0,1,4,0,0,0,5,40439536096,飞
