,USERID,ORDERDATE,ORDERID,AMOUNTINFO
48553,137905,2018-07-24,4117019884,11.0
48554,75455,2018-07-24,4114995227,11.0
48556,64822,2018-07-24,4195707133,10.0
48557,124229,2018-07-24,4200114406,10.0
48558,91130,2018-07-24,4036666156,9.9
48559,65221,2018-07-24,4195869348,9.9
48560,131139,2018-07-24,4078292274,9.9
48561,82565,2018-07-24,4109258583,9.9
48562,138696,2018-07-24,4110634538,9.9
48563,96579,2018-07-24,4108777695,9.9
48564,128877,2018-07-24,4061582591,9.9
48565,54462,2018-07-24,4081285344,9.9
48566,143357,2018-07-24,4104194184,9.9
48567,136453,2018-07-24,4074833298,9.9
48568,97566,2018-07-24,4199185085,9.9
48569,121437,2018-07-24,4119729142,9.9
48570,132370,2018-07-24,3995895052,9.0
48573,160286,2018-07-24,4173375630,8.9
48574,59526,2018-07-24,4106729453,8.9
48575,112956,2018-07-24,4193649792,8.9
48576,97881,2018-07-24,4145744696,8.9
48577,161013,2018-07-24,4179117094,8.9
48578,135304,2018-07-24,4178446546,8.9
48579,120737,2018-07-24,3995435071,8.6
48580,51224,2018-07-24,4081428593,6.9
48581,143402,2018-07-24,4118947936,6.9
48582,147449,2018-07-24,4201325037,6.8
48583,97718,2018-07-24,4072423842,6.8
48584,161309,2018-07-24,4109378392,6.8
48585,51580,2018-07-24,4103461911,6.3
48586,65678,2018-07-24,4109082344,6.3
48587,156933,2018-07-24,4149390556,6.3
48588,119024,2018-07-24,4099992483,6.3
48589,51907,2018-07-24,4107284000,6.3
48590,88323,2018-07-24,4108657543,6.0
48591,95195,2018-07-24,4098088400,6.0
48593,138913,2018-07-24,4103844264,6.0
48594,132643,2018-07-24,4104763710,5.9
48595,157044,2018-07-24,4135847959,3.0
48596,68713,2018-07-24,4127944771,2.9
48599,156970,2018-07-24,4188128487,0.5
48601,116960,2018-07-25,4201210431,6280.0
48602,75350,2018-07-25,4194514389,6188.0
48603,162186,2018-07-25,4194436520,5999.0
48604,128001,2018-07-25,4198231274,5499.0
48605,74270,2018-07-25,4193473298,5399.0
48608,158118,2018-07-25,4195705774,4699.0
48609,148915,2018-07-25,4202457142,4599.0
48610,62409,2018-07-25,4197690042,4499.0
48612,117187,2018-07-25,4202115473,4299.0
48613,151557,2018-07-25,4195498918,3999.0
48614,157492,2018-07-25,4192027796,3799.0
48615,134262,2018-07-25,4197305886,3599.0
48616,111003,2018-07-25,4200066422,3599.0
48617,94634,2018-07-25,4198229327,3499.0
48618,85110,2018-07-25,4202714827,3449.0
48619,110677,2018-07-25,4198415077,3444.0
48620,159881,2018-07-25,4191529663,3344.0
48621,110156,2018-07-25,4191391558,3299.0
48622,105735,2018-07-25,4190449200,3199.0
48623,88623,2018-07-25,4201954296,3088.0
48624,54452,2018-07-25,3869602299,2899.0
48625,74038,2018-07-25,4199388717,2888.0
48626,56525,2018-07-25,4148076262,2799.0
48627,82947,2018-07-25,4198009875,2699.0
48628,68733,2018-07-25,4192367462,2586.0
48630,89990,2018-07-25,4175974618,2399.0
48631,70642,2018-07-25,3895721666,2344.0
48632,147719,2018-07-25,3816665963,2088.0
48633,106276,2018-07-25,4199255082,1999.0
48634,71297,2018-07-25,4191295115,1988.0
48635,127870,2018-07-25,4202558511,1889.0
48636,97695,2018-07-25,4199271398,1889.0
48637,116081,2018-07-25,4201582420,1699.0
48638,53227,2018-07-25,4193916641,1699.0
48639,56928,2018-07-25,4197645037,1528.0
48640,141369,2018-07-25,4194399296,1499.0
48641,107506,2018-07-25,4077099837,1499.0
48642,65742,2018-07-25,4201122803,1499.0
48643,129655,2018-07-25,4186252768,1488.0
48644,151252,2018-07-25,3757732860,1480.0
48645,56566,2018-07-25,4189771722,1399.0
48646,106251,2018-07-25,4200722531,1380.0
48648,58217,2018-07-25,4200925040,1299.0
48649,154185,2018-07-25,4185104977,1247.0
48650,110771,2018-07-25,4192580345,1199.0
48652,144361,2018-07-25,4192156832,999.0
48653,125823,2018-07-25,4188570847,999.0
48655,108629,2018-07-25,4197774055,945.0
48656,111619,2018-07-25,4190557215,945.0
48657,135885,2018-07-25,4197484361,888.0
48658,51341,2018-07-25,4194262512,880.0
48659,69413,2018-07-25,3620607276,799.0
48660,159995,2018-07-25,3647551346,699.0
48661,115498,2018-07-25,4156064568,699.0
48662,130578,2018-07-25,4197056892,699.0
48663,153999,2018-07-25,3900128577,666.0
48664,93012,2018-07-25,4193723228,588.0
48665,73314,2018-07-25,4088607117,439.0
48666,119582,2018-07-25,4199123431,438.0
48667,59013,2018-07-25,4194493235,399.0
48668,108832,2018-07-25,4202480248,398.0
48669,128207,2018-07-25,4195632776,369.0
48670,52771,2018-07-25,3982172051,328.0
48672,127715,2018-07-25,4190288254,299.0
48673,103417,2018-07-25,4201359576,294.0
48674,61171,2018-07-25,4202750193,269.0
48675,150528,2018-07-25,3373455681,258.0
48676,62731,2018-07-25,4196478019,199.0
48677,100153,2018-07-25,4195430670,199.0
48678,130144,2018-07-25,4139915364,199.0
48679,130652,2018-07-25,4015254246,199.0
48680,123048,2018-07-25,4200274740,198.0
48681,111668,2018-07-25,4194973821,198.0
48682,133723,2018-07-25,4200013890,158.0
48683,128966,2018-07-25,4117073653,151.9
48684,119424,2018-07-25,4194165696,149.0
48685,81979,2018-07-25,4196672503,139.0
48686,58473,2018-07-25,4075491508,119.0
48687,129664,2018-07-25,4193053582,119.0
48688,69913,2018-07-25,4185103587,119.0
48689,54786,2018-07-25,4197999254,118.0
48691,142020,2018-07-25,4193520219,109.0
48692,53689,2018-07-25,4195545713,109.0
48693,55844,2018-07-25,4192998442,109.0
48694,63084,2018-07-25,4200140443,99.9
48695,63610,2018-07-25,3958822166,99.9
48696,115248,2018-07-25,4201011119,99.0
48697,76517,2018-07-25,4191016628,99.0
48698,139876,2018-07-25,4135090827,98.0
48699,117954,2018-07-25,4158918002,98.0
48700,66005,2018-07-25,4175637013,98.0
48701,87838,2018-07-25,4194235553,89.0
48702,114020,2018-07-25,4188866183,88.0
48703,130419,2018-07-25,4190847170,86.0
48704,102171,2018-07-25,4176446065,86.0
48705,144673,2018-07-25,4194549681,79.9
48706,82933,2018-07-25,4194326448,79.9
48707,164746,2018-07-25,4202301576,79.9
48708,160157,2018-07-25,4199903427,79.0
48709,67695,2018-07-25,4194639028,79.0
48712,82692,2018-07-25,4198034933,69.0
48713,128381,2018-07-25,4191864151,69.0
48714,52316,2018-07-25,4075760664,69.0
48715,99946,2018-07-25,4202651975,69.0
48716,161444,2018-07-25,4192554344,69.0
48717,138554,2018-07-25,4198240028,69.0
48718,109432,2018-07-25,4196660059,69.0
48719,56392,2018-07-25,4190763221,69.0
48721,112539,2018-07-25,4202172514,69.0
48722,94997,2018-07-25,4192126811,69.0
48723,138462,2018-07-25,4195725161,69.0
48724,121693,2018-07-25,4182355185,66.0
48725,157071,2018-07-25,4190889793,65.0
48726,136314,2018-07-25,4151439956,63.0
48727,57778,2018-07-25,4169494259,62.9
48728,143865,2018-07-25,3928559517,61.0
48730,72150,2018-07-25,3978790082,59.0
48731,160331,2018-07-25,4192003892,59.0
48732,154470,2018-07-25,4194344795,59.0
48733,82796,2018-07-25,4193124764,59.0
48734,94974,2018-07-25,4194257490,59.0
48735,135249,2018-07-25,4192006703,59.0
48740,137655,2018-07-25,4199061699,49.0
48741,53589,2018-07-25,4195608665,49.0
48742,71724,2018-07-25,4151826637,49.0
48743,150523,2018-07-25,3842985127,49.0
48744,118512,2018-07-25,4191938648,49.0
48745,61145,2018-07-25,4017365929,44.9
48746,135575,2018-07-25,4193496638,39.0
48747,162614,2018-07-25,4191424506,39.0
48748,98728,2018-07-25,4196215586,39.0
48749,126600,2018-07-25,4193569129,38.0
48750,132960,2018-07-25,4202783125,38.0
48751,158043,2018-07-25,4086556987,36.6
48752,99899,2018-07-25,4196308211,35.0
48753,118289,2018-07-25,4194730800,33.0
48754,155200,2018-07-25,4190551997,32.0
48755,147548,2018-07-25,4145463211,31.9
48756,157367,2018-07-25,4191346989,29.9
48757,114515,2018-07-25,4192488193,29.9
48758,54665,2018-07-25,3862979117,29.9
48759,136727,2018-07-25,4171028537,29.0
48760,62924,2018-07-25,4116481708,29.0
48761,95625,2018-07-25,4192185765,29.0
48762,110816,2018-07-25,4191618479,29.0
48764,99014,2018-07-25,4194523096,29.0
48768,138154,2018-07-25,4201889381,21.9
48769,105947,2018-07-25,4186252584,21.9
48770,142977,2018-07-25,4187987147,21.9
48773,97145,2018-07-25,4192188762,19.9
48774,126186,2018-07-25,4195512340,19.9
48775,119546,2018-07-25,4142266095,19.9
48776,105758,2018-07-25,4196271197,19.9
48777,139420,2018-07-25,4191548822,19.9
48780,112611,2018-07-25,4201515191,18.8
48781,53331,2018-07-25,4197922413,17.5
48782,55586,2018-07-25,4130418869,17.0
48783,127334,2018-07-25,4144732543,17.0
48784,63747,2018-07-25,4106274701,16.5
48785,151253,2018-07-25,4107008906,16.5
48787,90630,2018-07-25,4107445007,15.0
48788,125890,2018-07-25,3597334376,15.0
48789,63970,2018-07-25,4192229042,13.9
48790,85395,2018-07-25,4105833702,13.9
48791,63721,2018-07-25,4182578802,13.9
48792,124481,2018-07-25,4157044530,12.5
48793,100156,2018-07-25,4106335523,12.0
48794,157423,2018-07-25,4147832101,12.0
48795,68760,2018-07-25,4099807109,11.9
48796,129882,2018-07-25,4158328503,11.9
48797,135730,2018-07-25,4100609527,11.0
48798,80945,2018-07-25,4168756267,10.9
48799,159366,2018-07-25,4199268174,10.9
48800,86093,2018-07-25,4110987282,10.9
48801,63263,2018-07-25,4183889505,10.0
48802,146608,2018-07-25,4109307881,9.9
48803,99341,2018-07-25,4189762562,9.9
48804,66051,2018-07-25,4033453814,9.9
48805,75052,2018-07-25,4196446320,9.9
48807,119360,2018-07-25,4196114333,9.9
48808,148480,2018-07-25,4114749824,9.9
48809,102367,2018-07-25,4107329753,9.9
48810,58703,2018-07-25,4189203869,9.9
48811,71616,2018-07-25,4196670957,9.9
48812,77357,2018-07-25,4178969578,9.9
48813,93008,2018-07-25,4177913192,9.9
48814,65525,2018-07-25,4080329648,9.9
48815,115085,2018-07-25,4164195606,9.9
48816,101163,2018-07-25,4128408249,9.9
48817,51571,2018-07-25,4184675556,9.9
48818,113206,2018-07-25,4191199500,9.9
48819,68077,2018-07-25,4104193881,9.9
48820,157165,2018-07-25,4200806635,9.8
48821,157894,2018-07-25,4173694422,9.8
48822,145204,2018-07-25,4179157148,9.8
48824,60805,2018-07-25,4193867171,9.0
48825,117498,2018-07-25,4110633288,8.9
48826,126181,2018-07-25,4191342363,8.9
48827,104168,2018-07-25,4197963270,8.9
48828,141906,2018-07-25,4189838333,8.9
48829,117758,2018-07-25,4111320545,8.9
48831,87435,2018-07-25,4002693633,8.9
48832,120976,2018-07-25,4097466275,8.6
48833,90987,2018-07-25,3981396117,7.8
48834,111134,2018-07-25,4178123365,6.8
48835,56936,2018-07-25,3837777675,6.3
48836,65796,2018-07-25,4107297930,6.0
48837,112231,2018-07-25,4077044705,6.0
48838,100394,2018-07-25,4082751501,6.0
48839,134009,2018-07-25,4122531131,5.9
48840,60612,2018-07-25,4010484996,4.2
48841,61948,2018-07-25,4078492665,4.2
48842,89940,2018-07-25,4197277669,2.9
48843,158923,2018-07-25,4123903541,2.9
48845,160486,2018-07-25,4191420132,0.5
48851,73443,2018-07-25,4194256456,0.5
48853,86216,2018-07-25,4193238791,0.5
48854,141709,2018-07-25,4193502810,0.5
48855,92553,2018-07-26,4195228170,6899.0
48856,157083,2018-07-26,4199865502,6599.0
48857,54303,2018-07-26,4202992964,5499.0
48858,62859,2018-07-26,4190139518,4799.0
48859,130932,2018-07-26,4194343307,4729.0
48860,59526,2018-07-26,4194951996,4729.0
48861,94457,2018-07-26,4199942433,4568.0
48862,108056,2018-07-26,4176039867,4299.0
48863,128385,2018-07-26,4192944982,3999.0
48865,127191,2018-07-26,4202366046,3999.0
48866,54742,2018-07-26,4202601346,3999.0
48867,101916,2018-07-26,4200836511,3869.0
48868,106125,2018-07-26,4192849618,3799.0
48869,110492,2018-07-26,4200063000,3456.0
48870,94581,2018-07-26,4185103436,3399.0
48871,65384,2018-07-26,4193634667,3388.0
48872,147711,2018-07-26,4200628451,3299.0
48873,151399,2018-07-26,4191222125,3199.0
48874,77877,2018-07-26,3508865535,3099.0
48875,113321,2018-07-26,4192109447,2999.0
48876,88926,2018-07-26,4174624924,2990.0
48877,159811,2018-07-26,4196412406,2988.0
48878,78099,2018-07-26,4197167466,2899.0
48879,63991,2018-07-26,4189209332,2888.0
48880,83800,2018-07-26,4198061151,2727.0
48881,164516,2018-07-26,4149610598,2699.0
48882,141008,2018-07-26,4190721035,2599.0
48883,90590,2018-07-26,4201515806,2599.0
48885,132538,2018-07-26,4169118662,2586.0
48886,128593,2018-07-26,4049991114,2499.0
48888,119251,2018-07-26,4194339107,2299.0
48889,131983,2018-07-26,4193658810,2299.0
48890,111841,2018-07-26,4199408730,2289.0
48891,86377,2018-07-26,4192056588,2244.0
48892,138775,2018-07-26,4201169330,2199.0
48893,60866,2018-07-26,4196701011,2199.0
48894,54873,2018-07-26,4198978077,2099.0
48895,56399,2018-07-26,4195572059,1988.0
48896,140848,2018-07-26,4197294955,1888.0
48898,62655,2018-07-26,4160027731,1838.0
48899,103916,2018-07-26,4191049286,1768.0
48900,150301,2018-07-26,4197929268,1599.0
48901,60464,2018-07-26,4197653440,1488.0
48903,68252,2018-07-26,4148172364,1399.0
48904,75132,2018-07-26,3735892612,1198.0
48905,101019,2018-07-26,4200328215,1198.0
48906,162084,2018-07-26,4194574058,1066.0
48907,128957,2018-07-26,4075383653,999.0
48908,129786,2018-07-26,4190712439,999.0
48909,151459,2018-07-26,4200508342,999.0
48910,153659,2018-07-26,4185198159,899.0
48911,54710,2018-07-26,4155272037,888.0
48912,77438,2018-07-26,4195242429,888.0
48913,88392,2018-07-26,4190276678,799.0
48914,61351,2018-07-26,4171213385,798.0
48915,55615,2018-07-26,4182165045,779.0
48916,87252,2018-07-26,3569715189,649.0
48917,93864,2018-07-26,4115058968,558.0
48918,63323,2018-07-26,4190899553,499.0
48920,131543,2018-07-26,4201564658,441.0
48921,143902,2018-07-26,4185104899,419.0
48922,63175,2018-07-26,4202866143,419.0
48923,53131,2018-07-26,4201087248,399.0
48924,128499,2018-07-26,4202384373,399.0
48925,126423,2018-07-26,4110840423,295.0
48926,51609,2018-07-26,4197740428,279.0
48927,103204,2018-07-26,4070249939,269.0
48928,67633,2018-07-26,4203155423,259.0
48929,97267,2018-07-26,4202651133,249.0
48930,82933,2018-07-26,4200478980,228.0
48931,143107,2018-07-26,4196832621,208.0
48932,55051,2018-07-26,4031574033,199.0
48933,56885,2018-07-26,4145369624,199.0
48934,60573,2018-07-26,4198112088,199.0
48935,138693,2018-07-26,4201910593,199.0
48936,63708,2018-07-26,4190457574,179.0
48937,121696,2018-07-26,4185197461,179.0
48938,60642,2018-07-26,4176663755,168.0
48939,164908,2018-07-26,4197277485,159.0
48940,55251,2018-07-26,4199817123,159.0
48941,72686,2018-07-26,4199287206,149.0
48942,55734,2018-07-26,4197319201,139.0
48944,114848,2018-07-26,4165417006,119.0
48945,155697,2018-07-26,4197049774,118.0
48946,87092,2018-07-26,4191117153,109.0
48947,139108,2018-07-26,4203136975,109.0
48948,78465,2018-07-26,4199381042,108.0
48950,144341,2018-07-26,4197990290,99.0
48951,108557,2018-07-26,3966904137,98.0
48952,144428,2018-07-26,4200637533,98.0
48953,91176,2018-07-26,4201749582,95.0
48955,88692,2018-07-26,4200258626,89.0
48956,124131,2018-07-26,4194758709,82.0
48958,130801,2018-07-26,4125931070,79.0
48959,127491,2018-07-26,4180450829,74.8
48960,148063,2018-07-26,4148874357,69.0
48961,93353,2018-07-26,4196500493,69.0
48962,130988,2018-07-26,4162941746,69.0
48963,82709,2018-07-26,4199009191,68.0
48965,121957,2018-07-26,3932995928,65.9
48966,110836,2018-07-26,4190303781,59.0
48967,138946,2018-07-26,3932861659,59.0
48968,57167,2018-07-26,4194227982,59.0
48969,91700,2018-07-26,4193707224,59.0
48970,153519,2018-07-26,4193313517,59.0
48971,136051,2018-07-26,4197713188,59.0
48972,83807,2018-07-26,4191971740,59.0
48975,91867,2018-07-26,4195892103,49.0
48976,79578,2018-07-26,4195243360,49.0
48978,83814,2018-07-26,4175301580,45.0
48980,111009,2018-07-26,4177792632,44.9
48982,79591,2018-07-26,4199411066,39.9
48985,129586,2018-07-26,4196370079,35.9
48986,151800,2018-07-26,4191328454,35.0
48987,111256,2018-07-26,4199915487,34.5
48989,119994,2018-07-26,4196364355,32.0
48990,161153,2018-07-26,4194320067,29.9
48991,105952,2018-07-26,4201379079,29.9
48992,86068,2018-07-26,4171719802,29.9
48993,91978,2018-07-26,3836755577,29.9
48994,56512,2018-07-26,4191477215,29.9
48995,121678,2018-07-26,4117060448,29.8
48996,131827,2018-07-26,4196288795,29.0
48997,92248,2018-07-26,4200567495,29.0
48998,99388,2018-07-26,4157641832,29.0
48999,105296,2018-07-26,4194946477,29.0
49000,151850,2018-07-26,4199175174,29.0
49001,56484,2018-07-26,4189552636,29.0
49003,125405,2018-07-26,4192232154,25.0
49004,153801,2018-07-26,4198319284,25.0
49005,104997,2018-07-26,4020412585,23.9
49007,55726,2018-07-26,4193589138,22.9
49011,100281,2018-07-26,4193353220,21.9
49012,72231,2018-07-26,3980634146,21.9
49013,73497,2018-07-26,4015318557,21.5
49014,102660,2018-07-26,4192206377,19.9
49015,110353,2018-07-26,4192749847,19.9
49017,89720,2018-07-26,4192155355,19.9
49018,105624,2018-07-26,4191776064,19.9
49019,83870,2018-07-26,4203220432,19.9
49020,92120,2018-07-26,4190980728,19.9
49021,138105,2018-07-26,4197940786,19.9
49022,135238,2018-07-26,4199951961,19.9
49023,58503,2018-07-26,4194815827,19.9
49024,116688,2018-07-26,4193028518,19.0
49025,64666,2018-07-26,4082152887,18.9
49027,160299,2018-07-26,3966477657,17.5
49028,56464,2018-07-26,3983116179,16.5
49029,142000,2018-07-26,4101086551,16.0
49030,102622,2018-07-26,3980797934,15.9
49031,161264,2018-07-26,4193281742,15.9
49032,85303,2018-07-26,4100422279,15.5
49033,83758,2018-07-26,4106237932,15.0
49034,111846,2018-07-26,4112163101,15.0
49035,88567,2018-07-26,4117446610,14.0
49037,102102,2018-07-26,4107200569,13.9
49038,151591,2018-07-26,4175643365,13.9
49039,153642,2018-07-26,4177924943,13.9
49040,56098,2018-07-26,4201546768,13.9
49041,152447,2018-07-26,4151786629,13.0
49042,60614,2018-07-26,4081788238,12.9
49043,52227,2018-07-26,4197496036,12.9
49044,56093,2018-07-26,3979505843,12.0
49045,143606,2018-07-26,4112486853,11.9
49046,134017,2018-07-26,4122368835,11.9
49047,88563,2018-07-26,4108011168,11.9
49048,154421,2018-07-26,4177586788,11.9
49049,90756,2018-07-26,4117204122,11.5
49051,152436,2018-07-26,4107371664,11.0
49052,59353,2018-07-26,3988259750,11.0
49053,84107,2018-07-26,4116292969,10.9
49054,101770,2018-07-26,4018401873,10.9
49055,142907,2018-07-26,4173863650,10.9
49056,79702,2018-07-26,4123177760,10.9
49057,159639,2018-07-26,4116293231,10.9
49059,123306,2018-07-26,4183924209,10.9
49060,93717,2018-07-26,4114637954,10.9
49061,162899,2018-07-26,4118357007,9.9
49062,131358,2018-07-26,4195882920,9.9
49063,118874,2018-07-26,3983311550,9.9
49064,93935,2018-07-26,4114358549,9.9
49065,149296,2018-07-26,3988067286,9.9
49066,74753,2018-07-26,4108155900,9.9
49068,92431,2018-07-26,4107323560,9.9
49069,74028,2018-07-26,4122683577,9.9
49070,150668,2018-07-26,4082184181,9.9
49071,139716,2018-07-26,4107948884,9.9
49072,159185,2018-07-26,4086662506,9.9
49074,139562,2018-07-26,4191313575,9.9
49076,84328,2018-07-26,4178998628,9.8
49077,132158,2018-07-26,4104253196,9.8
49078,85530,2018-07-26,4037869437,9.8
49080,146590,2018-07-26,4108060445,9.0
49081,93754,2018-07-26,4194106571,9.0
49082,115624,2018-07-26,4194577358,9.0
49083,120382,2018-07-26,4081056371,8.9
49084,126819,2018-07-26,4108986401,8.9
49086,134976,2018-07-26,4115942227,8.9
49087,159356,2018-07-26,4141880476,8.9
49088,71255,2018-07-26,4118959220,8.9
49089,162939,2018-07-26,4175524365,8.9
49090,140746,2018-07-26,4002693696,8.9
49091,117869,2018-07-26,4110209293,8.6
49092,71559,2018-07-26,4148978233,8.6
49093,124195,2018-07-26,4107299624,8.5
49094,53729,2018-07-26,4194776968,8.0
49095,120067,2018-07-26,4108824643,6.9
49096,75972,2018-07-26,4099305692,6.9
49097,152809,2018-07-26,4109697465,6.8
49098,142146,2018-07-26,4148358955,6.8
49099,82919,2018-07-26,4126583297,6.8
49100,70670,2018-07-26,3979620296,6.8
49101,87538,2018-07-26,3989839571,6.8
49102,83125,2018-07-26,4104433286,6.3
49103,78458,2018-07-26,4117016392,6.3
49104,155434,2018-07-26,4130773756,6.3
49105,106610,2018-07-26,4072472088,6.0
49106,115521,2018-07-26,4118392807,4.2
49107,85045,2018-07-26,4193444118,3.9
49108,134040,2018-07-26,4193754961,3.9
49112,163709,2018-07-26,4196488934,0.5
49113,76364,2018-07-26,4195490918,0.5
49114,142212,2018-07-26,4203161549,0.5
49115,140859,2018-07-27,3655663066,9599.0
49116,159784,2018-07-27,4197941450,7899.0
49117,59168,2018-07-27,4199562333,6188.0
49118,131848,2018-07-27,4201565213,5109.0
49119,66194,2018-07-27,4195311703,4999.0
49120,132737,2018-07-27,4192648918,4999.0
49121,150458,2018-07-27,4196406057,4668.0
49123,93321,2018-07-27,4191179755,4398.0
49124,103460,2018-07-27,4202961844,4199.0
49125,63244,2018-07-27,4197115639,4088.0
49126,117699,2018-07-27,4191049540,3999.0
49127,62830,2018-07-27,4192526201,3999.0
49128,79215,2018-07-27,3998610970,3999.0
49129,86404,2018-07-27,4200349774,3999.0
49130,104270,2018-07-27,4193627001,3999.0
49131,98868,2018-07-27,4197669678,3880.0
49132,147923,2018-07-27,4200722198,3799.0
49133,150939,2018-07-27,4192682899,3680.0
49134,92471,2018-07-27,4191843044,3599.0
49135,60724,2018-07-27,4202202348,3580.0
49136,53409,2018-07-27,4202708494,3580.0
49137,158518,2018-07-27,4194823440,3480.0
49138,144861,2018-07-27,4192603139,3288.0
49139,65587,2018-07-27,4137001377,3149.0
49140,124789,2018-07-27,4198276407,3099.0
49141,155588,2018-07-27,4193058525,3099.0
49142,125754,2018-07-27,4192061428,2999.0
49143,105704,2018-07-27,4194900088,2988.0
49144,100404,2018-07-27,4191895638,2699.0
49145,154208,2018-07-27,4187109437,2698.0
49146,140730,2018-07-27,4201563921,2599.0
49147,121199,2018-07-27,4201717510,2599.0
49148,138461,2018-07-27,4202353403,2599.0
49149,140036,2018-07-27,4201140778,2599.0
49150,135924,2018-07-27,4196617101,2586.0
49151,142761,2018-07-27,4198209567,2499.0
49152,80594,2018-07-27,4132369011,2499.0
49153,114183,2018-07-27,4187729307,2399.0
49154,150665,2018-07-27,4203170034,2286.0
49155,84781,2018-07-27,4194582675,2199.0
49156,82561,2018-07-27,4132797173,2199.0
49158,145590,2018-07-27,4202329271,2090.0
49159,78508,2018-07-27,4197114224,2026.0
49160,153748,2018-07-27,4191013702,1979.0
49161,117866,2018-07-27,3739931395,1949.0
49162,65567,2018-07-27,4198168682,1899.0
49163,145769,2018-07-27,4196200290,1699.0
49164,87250,2018-07-27,4137300409,1699.0
49165,64636,2018-07-27,4197637097,1599.0
49166,52768,2018-07-27,4195128910,1580.0
49168,71766,2018-07-27,4190892616,1399.0
49169,108514,2018-07-27,4203210027,1399.0
49170,106483,2018-07-27,4194315438,1299.0
49171,136302,2018-07-27,3591859879,1249.0
49172,91203,2018-07-27,4196995094,1089.0
49173,73561,2018-07-27,4197645033,999.0
49174,110772,2018-07-27,4198313162,988.0
49175,83742,2018-07-27,4202464590,888.0
49176,119896,2018-07-27,4194919013,859.0
49177,101437,2018-07-27,4183130233,849.0
49178,61557,2018-07-27,4182355194,849.0
49179,152650,2018-07-27,4198358189,799.0
49180,127949,2018-07-27,4201888980,759.0
49182,111053,2018-07-27,4192958245,680.0
49183,101643,2018-07-27,4023481870,668.0
49184,111397,2018-07-27,3905424758,638.0
49186,67137,2018-07-27,4157139223,599.0
49187,152451,2018-07-27,4181664377,599.0
49188,107807,2018-07-27,4202708130,579.0
49190,56652,2018-07-27,4192479522,499.0
49191,85457,2018-07-27,4200176365,489.0
49192,57674,2018-07-27,4081650224,439.0
49193,97315,2018-07-27,4192587657,399.0
49194,92356,2018-07-27,4200176104,399.0
49195,137550,2018-07-27,4196323964,399.0
49196,115337,2018-07-27,4197100254,359.0
49197,158906,2018-07-27,3853024657,329.0
49198,80393,2018-07-27,4199951658,318.0
49199,140397,2018-07-27,4198135062,318.0
49200,152015,2018-07-27,4196416565,299.0
49201,144956,2018-07-27,4192316335,299.0
49202,148588,2018-07-27,4202729957,299.0
49203,161549,2018-07-27,4200110155,299.0
49204,132590,2018-07-27,4194737037,295.0
49205,51986,2018-07-27,4203045030,249.0
49206,161969,2018-07-27,3252468051,239.0
49208,156267,2018-07-27,4197978217,219.0
49210,162169,2018-07-27,4192236468,199.0
49211,105523,2018-07-27,4130143196,199.0
49213,123565,2018-07-27,4201573807,179.0
49215,136084,2018-07-27,4199882790,169.0
49216,135062,2018-07-27,3960807801,169.0
49218,132271,2018-07-27,4180302229,129.0
49219,102706,2018-07-27,4191204454,119.0
49220,110018,2018-07-27,4199162476,119.0
49221,160037,2018-07-27,3960386678,119.0
49222,131281,2018-07-27,4192749344,118.0
49223,82758,2018-07-27,4191491268,116.0
49224,115222,2018-07-27,3614384041,112.0
49225,138143,2018-07-27,4111920979,99.0
49226,103641,2018-07-27,4190639009,99.0
49227,121564,2018-07-27,4190352368,98.0
49228,91692,2018-07-27,4198918283,96.3
49231,54446,2018-07-27,4198343628,89.0
49232,72778,2018-07-27,4190292966,89.0
49235,118082,2018-07-27,4150576234,82.0
49237,157846,2018-07-27,4201086192,79.0
49238,121862,2018-07-27,4196589638,78.0
49240,162282,2018-07-27,4198641219,69.0
49241,108659,2018-07-27,4171803579,69.0
49242,150992,2018-07-27,3977838278,68.0
49244,107569,2018-07-27,4197485036,61.0
49245,73020,2018-07-27,4190850539,59.0
49246,94286,2018-07-27,4191632828,59.0
49247,67662,2018-07-27,3853940307,59.0
49248,75175,2018-07-27,4192804557,59.0
49249,106912,2018-07-27,4185037406,59.0
49250,95728,2018-07-27,4190228999,59.0
49251,53552,2018-07-27,4193681504,59.0
49253,72205,2018-07-27,4197716856,49.9
49255,143321,2018-07-27,4004005769,49.0
49257,116304,2018-07-27,4202626642,44.9
49258,145110,2018-07-27,4180203109,44.9
49259,107132,2018-07-27,4194732252,39.9
49260,153149,2018-07-27,4168711671,39.0
49261,83253,2018-07-27,4196201177,39.0
49263,76048,2018-07-27,4190714926,33.9
49264,115593,2018-07-27,3829647837,33.8
49265,57139,2018-07-27,4201763547,32.0
49266,53849,2018-07-27,4111375122,29.9
49267,162618,2018-07-27,4195644759,29.9
49268,56652,2018-07-27,3947553843,29.9
49269,76353,2018-07-27,4197975578,29.9
49270,136072,2018-07-27,4098391552,29.9
49271,91149,2018-07-27,3997049815,29.0
49272,148485,2018-07-27,4191971338,29.0
49273,109848,2018-07-27,4193694932,29.0
49274,152904,2018-07-27,4016906657,29.0
49276,73853,2018-07-27,4199012841,25.0
49278,158532,2018-07-27,4199953345,23.9
49280,56703,2018-07-27,3980614306,21.9
49282,114762,2018-07-27,4190082774,21.9
49283,79757,2018-07-27,4107195705,21.6
49285,150800,2018-07-27,4171194560,21.0
49286,108537,2018-07-27,4200401960,19.9
49287,83213,2018-07-27,4196542957,19.9
