,USERID,ORDERDATE,ORDERID,AMOUNTINFO
3671,56200,2018-01-15,4084119767,13.9
3672,122050,2018-01-15,4115990788,13.9
3673,162731,2018-01-15,4099755897,13.9
3674,108079,2018-01-15,4194812094,13.9
3675,138676,2018-01-15,4099159906,13.9
3676,59814,2018-01-15,4120259527,12.5
3677,81570,2018-01-15,4181600499,11.9
3678,111477,2018-01-15,4111241539,11.9
3679,76106,2018-01-15,4199306875,11.9
3680,102264,2018-01-15,4107350724,10.9
3681,128000,2018-01-15,4179030224,10.9
3682,93910,2018-01-15,4100834164,10.9
3683,156515,2018-01-15,4180182845,10.9
3684,76430,2018-01-15,4129535117,10.0
3685,98168,2018-01-15,4119011144,10.0
3686,88662,2018-01-15,4195221933,10.0
3687,75268,2018-01-15,4156924910,9.9
3688,122705,2018-01-15,4116107186,9.9
3689,133806,2018-01-15,4098411848,9.9
3690,131631,2018-01-15,4190214026,9.9
3691,150852,2018-01-15,4104901110,9.9
3692,67035,2018-01-15,4198313806,9.9
3693,63629,2018-01-15,4188087163,9.9
3694,118758,2018-01-15,4023134800,9.9
3695,83160,2018-01-15,4191162786,9.9
3696,80968,2018-01-15,4173136034,9.9
3697,133427,2018-01-15,4162344723,9.9
3698,54542,2018-01-15,4177788399,9.9
3699,162764,2018-01-15,3988192230,9.9
3700,114199,2018-01-15,4124755899,9.9
3701,133542,2018-01-15,4098261379,9.9
3702,93506,2018-01-15,4184585133,9.9
3703,143612,2018-01-15,3983135520,9.9
3704,93042,2018-01-15,4107350016,9.9
3705,151391,2018-01-15,4184104913,9.9
3706,133360,2018-01-15,3965034985,9.9
3707,156027,2018-01-15,4110249196,9.9
3708,154726,2018-01-15,4108824308,9.9
3709,82239,2018-01-15,4036822460,9.8
3710,159931,2018-01-15,4175108667,9.8
3711,99307,2018-01-15,4191363298,9.0
3712,120704,2018-01-15,3983499807,9.0
3713,134807,2018-01-15,4109082018,9.0
3714,54192,2018-01-15,4105243486,8.9
3715,122996,2018-01-15,3982544196,8.9
3716,69405,2018-01-15,4108185900,8.9
3717,60096,2018-01-15,4111311306,8.9
3718,82363,2018-01-15,4203056679,8.9
3719,140477,2018-01-15,4077589181,8.9
3720,102834,2018-01-15,4123840655,8.6
3721,68387,2018-01-15,4107194146,8.5
3722,128886,2018-01-15,4024193848,7.8
3723,95828,2018-01-15,4112163416,7.8
3724,146679,2018-01-15,4052208930,7.8
3725,88916,2018-01-15,4103309784,6.9
3726,124707,2018-01-15,4099079069,6.9
3727,67240,2018-01-15,4117536785,6.9
3728,52759,2018-01-15,4199524810,6.8
3729,61929,2018-01-15,4115042721,6.3
3730,80374,2018-01-15,4107464776,6.3
3731,147679,2018-01-15,4134516548,6.3
3732,54460,2018-01-15,4081711359,6.0
3733,126718,2018-01-15,4136327787,5.9
3734,77622,2018-01-15,4037067186,5.9
3735,104466,2018-01-15,4034104282,5.9
3736,163302,2018-01-15,4123448533,2.9
3737,138089,2018-01-15,3775876849,0.5
3738,94285,2018-01-15,4196191832,0.5
3739,126874,2018-01-15,4197565636,0.5
3740,134064,2018-01-15,4201274086,0.5
3741,135696,2018-01-15,4201401434,0.5
3742,133155,2018-01-16,4191361062,7800.0
3743,103993,2018-01-16,4199597090,5999.0
3744,160623,2018-01-16,4198229678,5699.0
3745,121138,2018-01-16,4145653000,5299.0
3746,77947,2018-01-16,4120315876,5299.0
3747,157968,2018-01-16,4200756267,4799.0
3748,58237,2018-01-16,4122196729,4788.0
3749,57731,2018-01-16,4192652169,4599.0
3750,111283,2018-01-16,4194218734,4499.0
3751,147710,2018-01-16,4194823757,4280.0
3752,83265,2018-01-16,4170692720,3999.0
3753,116266,2018-01-16,4197424651,3798.0
3754,78396,2018-01-16,4196919231,3699.0
3755,144623,2018-01-16,4121211602,3599.0
3756,109274,2018-01-16,4196884679,3599.0
3757,81967,2018-01-16,4198201222,3386.0
3758,81017,2018-01-16,4192175176,3344.0
3759,65163,2018-01-16,4197568555,3344.0
3760,90456,2018-01-16,4191907219,3344.0
3761,124955,2018-01-16,4155925739,3266.0
3762,118498,2018-01-16,3980095700,3199.0
3763,78230,2018-01-16,4191904959,3099.0
3764,142480,2018-01-16,4186826745,2999.0
3765,130737,2018-01-16,3924801755,2999.0
3766,156365,2018-01-16,4197914742,2899.0
3767,141113,2018-01-16,4199404400,2799.0
3768,60075,2018-01-16,4195509024,2588.0
3769,161079,2018-01-16,4180126337,2586.0
3770,124774,2018-01-16,4195807517,2499.0
3771,76990,2018-01-16,4202186607,2299.0
3773,70321,2018-01-16,4194257649,2286.0
3774,84241,2018-01-16,4201500057,2286.0
3775,64799,2018-01-16,4192151140,2244.0
3776,152772,2018-01-16,4191992085,2244.0
3777,66049,2018-01-16,4198507254,2199.0
3778,129971,2018-01-16,4190303725,2199.0
3779,131594,2018-01-16,4192208975,2199.0
3780,53450,2018-01-16,4197539623,2198.0
3781,60534,2018-01-16,4108428749,1999.0
3782,128505,2018-01-16,4190124460,1999.0
3783,88113,2018-01-16,4195611127,1999.0
3784,76135,2018-01-16,4200750183,1888.0
3785,128307,2018-01-16,4189257574,1769.0
3786,51769,2018-01-16,4182557731,1599.0
3788,85188,2018-01-16,4180477809,1580.0
3789,162888,2018-01-16,4193124670,1499.0
3790,144739,2018-01-16,4195129857,1499.0
3791,107893,2018-01-16,4191782562,1499.0
3792,100222,2018-01-16,4186407696,1499.0
3793,135853,2018-01-16,4199833618,1488.0
3794,64636,2018-01-16,4196092858,1398.0
3795,58844,2018-01-16,4031454432,1299.0
3796,52743,2018-01-16,4192946869,1089.0
3797,151275,2018-01-16,4191193424,999.0
3798,124129,2018-01-16,3088691275,999.0
3799,63885,2018-01-16,4196812832,999.0
3800,137396,2018-01-16,4169458964,998.0
3801,52117,2018-01-16,4191328630,949.0
3802,88175,2018-01-16,4198566090,899.0
3803,59948,2018-01-16,4199134935,859.0
3804,76861,2018-01-16,4183114745,779.0
3805,64702,2018-01-16,4171665352,739.0
3806,131513,2018-01-16,4186204197,528.0
3807,111772,2018-01-16,4169750398,499.0
3808,74418,2018-01-16,4184692285,499.0
3809,99346,2018-01-16,4195794013,499.0
3810,161603,2018-01-16,4191358571,498.0
3811,137967,2018-01-16,4191859233,488.0
3812,97165,2018-01-16,4197452319,469.0
3813,81784,2018-01-16,3334858300,419.0
3814,55193,2018-01-16,4187145706,388.0
3815,85013,2018-01-16,4200405293,339.0
3816,61047,2018-01-16,4195676481,338.0
3817,89622,2018-01-16,4198331233,328.0
3818,145615,2018-01-16,4192023049,299.0
3819,75287,2018-01-16,4157321624,299.0
3820,117650,2018-01-16,4195992837,286.0
3821,118573,2018-01-16,4194907585,239.0
3822,110455,2018-01-16,4184950496,228.0
3823,65682,2018-01-16,4202331524,219.0
3824,57739,2018-01-16,4161879313,219.0
3825,96694,2018-01-16,3907825413,209.0
3826,133430,2018-01-16,4190130282,205.0
3827,68344,2018-01-16,4191034417,199.0
3828,159027,2018-01-16,3511611300,199.0
3829,156418,2018-01-16,4195395897,199.0
3830,115812,2018-01-16,4193642472,199.0
3831,131088,2018-01-16,4191788418,199.0
3832,124181,2018-01-16,4195650813,199.0
3833,67743,2018-01-16,4198226580,199.0
3834,110989,2018-01-16,4028567126,199.0
3835,163826,2018-01-16,4185173771,186.0
3836,67001,2018-01-16,4191184673,179.0
3837,74543,2018-01-16,4175308787,169.0
3838,67404,2018-01-16,3745908190,169.0
3839,142405,2018-01-16,4185198992,169.0
3840,162055,2018-01-16,3519825548,169.0
3841,75636,2018-01-16,4111946430,167.0
3842,156705,2018-01-16,4194715173,159.0
3843,163768,2018-01-16,4198289987,159.0
3844,116670,2018-01-16,4201353700,159.0
3845,66615,2018-01-16,4171367993,158.0
3846,63703,2018-01-16,4191308357,149.0
3847,149202,2018-01-16,4196604853,148.0
3848,137086,2018-01-16,4195365739,129.0
3849,130915,2018-01-16,4192170665,129.0
3850,98707,2018-01-16,4201972439,128.0
3851,82797,2018-01-16,4194448737,119.0
3852,103684,2018-01-16,4190904733,119.0
3853,137290,2018-01-16,3912641460,109.0
3854,52881,2018-01-16,3557708797,109.0
3855,90142,2018-01-16,4185975657,109.0
3856,142517,2018-01-16,4199692392,99.9
3857,67647,2018-01-16,4177745550,99.9
3858,60394,2018-01-16,4196865837,99.0
3860,111188,2018-01-16,4199732076,99.0
3861,88414,2018-01-16,4187266022,99.0
3862,81520,2018-01-16,4197840532,99.0
3863,163832,2018-01-16,4192746219,99.0
3864,101878,2018-01-16,3616351840,99.0
3865,85491,2018-01-16,4190846067,99.0
3866,70091,2018-01-16,4201496070,99.0
3867,159482,2018-01-16,4190639459,99.0
3868,57013,2018-01-16,4199586553,98.0
3869,84915,2018-01-16,4200698476,98.0
3870,164695,2018-01-16,4191012870,95.0
3871,157745,2018-01-16,3983050366,89.9
3872,131225,2018-01-16,4198066658,89.0
3873,116734,2018-01-16,4200791238,85.0
3874,113100,2018-01-16,4184799033,79.0
3875,75987,2018-01-16,4197257166,79.0
3876,153613,2018-01-16,4190990118,79.0
3877,120950,2018-01-16,4201047548,75.0
3878,127013,2018-01-16,4177827961,75.0
3879,97566,2018-01-16,4199975682,69.0
3880,111190,2018-01-16,4199250707,69.0
3881,106615,2018-01-16,4193629279,69.0
3882,70449,2018-01-16,4198478106,69.0
3883,96301,2018-01-16,4190743400,69.0
3884,111833,2018-01-16,4177665564,66.0
3885,91888,2018-01-16,3981196677,65.0
3886,62001,2018-01-16,4158296833,64.0
3887,131672,2018-01-16,4194973904,59.9
3888,162893,2018-01-16,4194716614,59.0
3889,122743,2018-01-16,4191715059,59.0
3890,51465,2018-01-16,4136357461,59.0
3891,164890,2018-01-16,4191806455,59.0
3892,76920,2018-01-16,4112095853,59.0
3893,100154,2018-01-16,3756583475,59.0
3894,131596,2018-01-16,4181786208,56.0
3895,92896,2018-01-16,4171408300,55.0
3896,161777,2018-01-16,4018688195,55.0
3897,61786,2018-01-16,4036233308,55.0
3898,160257,2018-01-16,3936291575,53.0
3899,108301,2018-01-16,4192048512,53.0
3900,90805,2018-01-16,4190525124,49.0
3901,66198,2018-01-16,4191382947,49.0
3902,113679,2018-01-16,4195239129,49.0
3903,148720,2018-01-16,4195725373,49.0
3904,129855,2018-01-16,3845394432,49.0
3906,107066,2018-01-16,3837517991,44.9
3907,121711,2018-01-16,4073849549,42.0
3908,148937,2018-01-16,3556131754,39.0
3909,136716,2018-01-16,4187908753,39.0
3910,88856,2018-01-16,4192390130,39.0
3911,52459,2018-01-16,3530525164,38.0
3912,154522,2018-01-16,4178679072,35.9
3914,79812,2018-01-16,4198079399,35.0
3915,60940,2018-01-16,4197403811,34.9
3916,110982,2018-01-16,4195294923,31.8
3917,160309,2018-01-16,4125561991,29.0
3918,84825,2018-01-16,3985290203,29.0
3919,72915,2018-01-16,4194598720,29.0
3920,118334,2018-01-16,4033834565,27.9
3921,63949,2018-01-16,4193293457,26.9
3922,104669,2018-01-16,4193126994,26.9
3923,142837,2018-01-16,4191746026,25.0
3924,156633,2018-01-16,4181712638,21.9
3925,105529,2018-01-16,4192120878,21.9
3926,62576,2018-01-16,4187376273,21.9
3927,112518,2018-01-16,4117421898,21.9
3928,53984,2018-01-16,4194300122,21.9
3929,59847,2018-01-16,4192181120,19.9
3931,159776,2018-01-16,4195458633,19.9
3932,53725,2018-01-16,4191429510,19.9
3933,122421,2018-01-16,4196945416,19.9
3934,125459,2018-01-16,4191332560,19.9
3935,58833,2018-01-16,4198412809,19.9
3936,108730,2018-01-16,4190889412,19.9
3937,116845,2018-01-16,4197697391,19.0
3938,160794,2018-01-16,4190911116,19.0
3939,115631,2018-01-16,4164181791,18.0
3940,124001,2018-01-16,4190079616,17.8
3941,109920,2018-01-16,4200596424,15.9
3942,101543,2018-01-16,4176620457,15.0
3943,74113,2018-01-16,4109721840,14.6
3944,145988,2018-01-16,4111162058,14.0
3945,134622,2018-01-16,4106929988,13.9
3946,135617,2018-01-16,4107001775,13.8
3947,144696,2018-01-16,4163967717,12.9
3948,158005,2018-01-16,4181440208,11.9
3949,110081,2018-01-16,4180140494,11.9
3950,156311,2018-01-16,4111162498,11.9
3951,83574,2018-01-16,4181662320,11.9
3952,145513,2018-01-16,4190329698,11.9
3953,109669,2018-01-16,4001611548,11.9
3954,121538,2018-01-16,4124895367,11.9
3955,76695,2018-01-16,4112030762,10.9
3956,164655,2018-01-16,4084385964,10.9
3957,114567,2018-01-16,4000926056,10.9
3958,138735,2018-01-16,4077585294,10.9
3959,127039,2018-01-16,4089683128,10.9
3960,118744,2018-01-16,4140871662,10.9
3961,159769,2018-01-16,4109466296,10.9
3962,150188,2018-01-16,3909231713,9.9
3963,154476,2018-01-16,4202712632,9.9
3964,105888,2018-01-16,3980177045,9.9
3965,101921,2018-01-16,4144720338,9.9
3966,82935,2018-01-16,4084618258,9.9
3967,61198,2018-01-16,4106947074,9.9
3968,162808,2018-01-16,4105243441,9.9
3969,97999,2018-01-16,4107601204,9.9
3970,132372,2018-01-16,4083993682,9.9
3971,97538,2018-01-16,4109831758,9.9
3972,69143,2018-01-16,4110625289,9.9
3973,58534,2018-01-16,3896048365,9.9
3974,157129,2018-01-16,4106797903,9.9
3975,68729,2018-01-16,4184006444,9.9
3976,119804,2018-01-16,4099346367,9.9
3977,135922,2018-01-16,4099302718,9.9
3978,60616,2018-01-16,4080331663,9.9
3979,142333,2018-01-16,4130933693,9.9
3980,82860,2018-01-16,4044829045,9.9
3981,129410,2018-01-16,4108064779,9.9
3982,120667,2018-01-16,4105904904,9.9
3983,98383,2018-01-16,3840010532,9.9
3984,107062,2018-01-16,4117064055,9.8
3985,55065,2018-01-16,4097394605,9.8
3986,140325,2018-01-16,4194528070,9.0
3987,75321,2018-01-16,4191788431,9.0
3988,143707,2018-01-16,4194909100,9.0
3989,59123,2018-01-16,4198908296,9.0
3990,63333,2018-01-16,4106495105,8.9
3991,67766,2018-01-16,4082556027,8.9
3992,156305,2018-01-16,4186938652,8.9
3993,114630,2018-01-16,4107142989,8.9
3994,61490,2018-01-16,4178048695,8.9
3995,71624,2018-01-16,4116053633,8.9
3996,84284,2018-01-16,4097394562,8.6
3997,68148,2018-01-16,4107978063,7.8
3998,79650,2018-01-16,4096851905,7.8
3999,58767,2018-01-16,4037744564,6.9
4000,95468,2018-01-16,4001624196,6.8
4001,74490,2018-01-16,4109697553,6.8
4002,54926,2018-01-16,4072626166,6.3
4003,100630,2018-01-16,4037672252,6.0
4004,60160,2018-01-16,4112412355,6.0
4005,159346,2018-01-16,4107323733,6.0
4006,78897,2018-01-16,4078817828,6.0
4007,136031,2018-01-16,4198221856,5.9
4008,83420,2018-01-16,4196804484,5.9
4009,132413,2018-01-16,4180952564,5.9
4010,122033,2018-01-16,4077858081,4.2
4011,52484,2018-01-16,4096988036,4.0
4012,63819,2018-01-16,4097660766,3.9
4013,113322,2018-01-16,4173745951,3.9
4014,162274,2018-01-16,4174106234,3.9
4015,62221,2018-01-16,4123448864,2.9
4016,78308,2018-01-16,4201245416,0.5
4017,79179,2018-01-16,4192748982,0.5
4018,60541,2018-01-16,4202241313,0.5
4019,124983,2018-01-16,4163792059,0.5
4020,121272,2018-01-16,4201701867,0.5
4022,77796,2018-01-16,4203042939,0.5
4023,138469,2018-01-17,4193505522,8599.0
4024,124880,2018-01-17,4189501466,5999.0
4025,88696,2018-01-17,4199942525,4568.0
4026,52931,2018-01-17,4194256056,4499.0
4027,71676,2018-01-17,4197423261,4499.0
4028,119464,2018-01-17,4200440688,4499.0
4029,88408,2018-01-17,4192868946,4199.0
4030,148714,2018-01-17,4195692653,3999.0
4031,154241,2018-01-17,4202580057,3999.0
4032,100731,2018-01-17,4195105243,3938.0
4033,156039,2018-01-17,4200371246,3799.0
4034,155130,2018-01-17,4193058333,3599.0
4035,81921,2018-01-17,4197400585,3599.0
4036,124465,2018-01-17,4200598496,3598.0
4037,74365,2018-01-17,4192576320,3386.0
4038,148694,2018-01-17,4196263602,3366.0
4039,101861,2018-01-17,4185104040,3299.0
4040,66892,2018-01-17,4191978221,2727.0
4041,148524,2018-01-17,4200086023,2599.0
4042,91277,2018-01-17,4192002102,2599.0
4043,164013,2018-01-17,4200772138,2599.0
4044,130367,2018-01-17,4190632593,2499.0
4045,104533,2018-01-17,4200156294,2499.0
4046,91709,2018-01-17,4202133896,2490.0
4047,103544,2018-01-17,4196007462,2488.0
4048,160387,2018-01-17,4202774367,2429.0
4049,129723,2018-01-17,4192022292,2299.0
4050,122858,2018-01-17,4199588429,2286.0
4051,51277,2018-01-17,4197718066,2199.0
4052,87591,2018-01-17,4197663317,2199.0
4053,158834,2018-01-17,4203080618,2198.0
4054,146724,2018-01-17,4191591799,2189.0
4055,110607,2018-01-17,4139682999,1999.0
4056,147846,2018-01-17,4197790396,1899.0
4057,99183,2018-01-17,4193332979,1899.0
4058,57223,2018-01-17,4165242942,1599.0
4059,58976,2018-01-17,4052895541,1599.0
4060,130976,2018-01-17,4201808472,1499.0
4061,98365,2018-01-17,4196797330,1488.0
4062,62693,2018-01-17,4197061730,1398.0
4063,152249,2018-01-17,4201897292,1369.0
4064,108031,2018-01-17,4157043971,1299.0
4065,157003,2018-01-17,4195920606,1299.0
4066,82503,2018-01-17,4197931857,1299.0
4067,108961,2018-01-17,4190149050,1299.0
4068,162578,2018-01-17,4199204819,1198.0
4069,83010,2018-01-17,4197448140,1099.0
4070,147381,2018-01-17,4183758372,1028.0
4071,57101,2018-01-17,4194578368,999.0
4072,87681,2018-01-17,4195252490,999.0
4073,100461,2018-01-17,4195851977,969.0
4074,104090,2018-01-17,4180140249,799.0
4075,71402,2018-01-17,4126999936,799.0
4076,143765,2018-01-17,4201529330,799.0
4077,87892,2018-01-17,4130311334,798.0
4078,61549,2018-01-17,3855218711,779.0
4079,130615,2018-01-17,3872431434,699.0
4081,161378,2018-01-17,4197519715,679.0
4082,59318,2018-01-17,4202546623,649.0
4083,70333,2018-01-17,4191059023,569.0
4084,155909,2018-01-17,4198756466,568.0
4085,105504,2018-01-17,3946421800,539.0
4086,52530,2018-01-17,4195388258,459.0
4087,152012,2018-01-17,3779872808,458.0
4088,128477,2018-01-17,4200943225,426.0
4089,154032,2018-01-17,4173848902,399.0
4090,114364,2018-01-17,4174967993,339.0
4091,124637,2018-01-17,4203120553,299.0
4092,139127,2018-01-17,3941958143,299.0
4093,94443,2018-01-17,4202928237,279.0
4094,142122,2018-01-17,4192108628,276.0
4095,151508,2018-01-17,4176866290,219.0
4096,69920,2018-01-17,3758154880,218.0
4097,117862,2018-01-17,4202640896,199.0
4098,160442,2018-01-17,4194798836,199.0
4099,99121,2018-01-17,4192587989,199.0
4100,103282,2018-01-17,3930878871,198.0
4101,130037,2018-01-17,4196855338,189.0
4102,63337,2018-01-17,4196402198,189.0
4103,78478,2018-01-17,4202948056,179.0
4104,92031,2018-01-17,4201739750,178.0
4105,96927,2018-01-17,4203002896,178.0
4106,94179,2018-01-17,4198392456,169.0
4107,118724,2018-01-17,4195840756,159.0
4108,58468,2018-01-17,4201343435,159.0
4109,69219,2018-01-17,4193059844,158.0
4110,145092,2018-01-17,4192688049,151.0
4111,75099,2018-01-17,3823688517,149.0
4112,130480,2018-01-17,3878920290,149.0
4113,156760,2018-01-17,4199482107,130.0
4114,121777,2018-01-17,3259462019,129.0
4115,136202,2018-01-17,4190455431,119.0
4116,144038,2018-01-17,4122710828,119.0
4117,81844,2018-01-17,4194579206,116.9
4118,98851,2018-01-17,4190542966,109.0
4119,108340,2018-01-17,4193301551,108.0
4120,104789,2018-01-17,4173020069,99.0
4121,80230,2018-01-17,4191964041,99.0
4122,89444,2018-01-17,4191160834,99.0
4123,118179,2018-01-17,3981333828,99.0
4124,133350,2018-01-17,4199813356,89.9
4125,105043,2018-01-17,3896603036,89.0
4126,64470,2018-01-17,4191781338,89.0
4127,132993,2018-01-17,4202405144,89.0
4128,109525,2018-01-17,4197645059,89.0
4129,124776,2018-01-17,4198181999,85.0
4130,105996,2018-01-17,4191013401,79.0
4131,88262,2018-01-17,4192062320,79.0
4132,143428,2018-01-17,3609362126,79.0
4133,146414,2018-01-17,4033793070,78.9
4134,64445,2018-01-17,4171692510,78.9
4135,146468,2018-01-17,4192158564,76.0
4136,57690,2018-01-17,4195023114,69.0
4137,83899,2018-01-17,3525860010,69.0
4138,59011,2018-01-17,4196393195,69.0
4139,87653,2018-01-17,4121498066,67.0
4140,102230,2018-01-17,3830283310,67.0
4141,132136,2018-01-17,4191204981,63.0
4143,121623,2018-01-17,4196997191,59.0
4144,85336,2018-01-17,4202781410,59.0
4145,70817,2018-01-17,4190634631,59.0
4146,51235,2018-01-17,4189356449,59.0
4147,101053,2018-01-17,3610715610,59.0
4148,80461,2018-01-17,4146350020,59.0
4149,152437,2018-01-17,4202570919,56.9
4150,56881,2018-01-17,4089247726,49.0
4151,90607,2018-01-17,4195480655,49.0
4152,154324,2018-01-17,4201489217,49.0
4153,94527,2018-01-17,4187863619,49.0
4154,114870,2018-01-17,3600294948,44.9
4155,117539,2018-01-17,4202332208,39.9
4156,77239,2018-01-17,4200410254,39.0
4157,135380,2018-01-17,4039610164,39.0
4158,67062,2018-01-17,4184409819,39.0
4159,109895,2018-01-17,4124478846,36.0
4160,143475,2018-01-17,4175543706,34.9
4161,151755,2018-01-17,4185197895,33.0
4162,93408,2018-01-17,4186944734,32.9
4163,113288,2018-01-17,4195262318,32.8
4164,60141,2018-01-17,4192810920,32.0
4165,85257,2018-01-17,4199346934,30.0
4166,145570,2018-01-17,3960722923,29.9
4167,147307,2018-01-17,4192247441,29.9
4168,81587,2018-01-17,4190158697,29.9
4170,158557,2018-01-17,4199369085,29.0
4171,118728,2018-01-17,4199043188,29.0
4172,139907,2018-01-17,4174655113,29.0
4173,145273,2018-01-17,4192080724,29.0
4174,144088,2018-01-17,4191400880,29.0
4175,144737,2018-01-17,4078168541,29.0
4176,139169,2018-01-17,4202542792,29.0
4177,56165,2018-01-17,4196181964,29.0
4178,141939,2018-01-17,4152170951,28.0
4179,83329,2018-01-17,4193024435,26.9
4180,119044,2018-01-17,4190216573,25.0
4181,161353,2018-01-17,3568913820,25.0
4182,102315,2018-01-17,3822152233,23.9
4183,145044,2018-01-17,4171726709,21.9
4184,117901,2018-01-17,3980102576,21.9
4185,162286,2018-01-17,4198334171,21.9
4186,125786,2018-01-17,4188032846,21.9
4187,157140,2018-01-17,3781393366,21.6
4188,106588,2018-01-17,4193585275,19.9
4189,120231,2018-01-17,4191989504,19.9
4190,159447,2018-01-17,4192349415,19.9
4191,67474,2018-01-17,4194016999,19.9
4192,142584,2018-01-17,4127883594,18.5
4193,162333,2018-01-17,4107582741,17.9
4194,156085,2018-01-17,3945059868,16.0
4195,105554,2018-01-17,4096987926,15.9
4196,116594,2018-01-17,4100156739,14.7
4197,135439,2018-01-17,4011616300,14.0
4198,65580,2018-01-17,4190687185,13.9
4199,69082,2018-01-17,4021513274,13.9
4200,58172,2018-01-17,4072455989,13.9
4201,84421,2018-01-17,4167209794,13.2
4202,102959,2018-01-17,3935247225,13.0
4203,136546,2018-01-17,4077695348,11.9
4204,89532,2018-01-17,4192182900,11.9
4205,127685,2018-01-17,4128583027,11.5
4206,93255,2018-01-17,4101177251,11.0
4207,153691,2018-01-17,3976936677,9.9
4208,158272,2018-01-17,3989839546,9.9
4209,135036,2018-01-17,3983706025,9.9
4210,149433,2018-01-17,4119293106,9.9
4211,54258,2018-01-17,4106794947,9.9
4212,119179,2018-01-17,4117037785,9.9
4213,100595,2018-01-17,4108999603,9.9
4214,113387,2018-01-17,4108567537,9.9
4215,76875,2018-01-17,4156288017,9.9
4216,153375,2018-01-17,4189866115,9.9
4217,86215,2018-01-17,4114749818,9.9
4218,133980,2018-01-17,4107211281,9.9
4219,105989,2018-01-17,3981718053,9.9
4220,54178,2018-01-17,4183793815,9.9
4221,134482,2018-01-17,3991073304,9.9
4223,129208,2018-01-17,4106797846,9.9
4224,135225,2018-01-17,4199256687,9.9
4225,62233,2018-01-17,4191307973,9.9
4226,157839,2018-01-17,4106800964,9.0
4227,86545,2018-01-17,4191907708,8.9
4228,110477,2018-01-17,4032433937,8.9
4229,149150,2018-01-17,4100542888,8.9
4230,114049,2018-01-17,4195802744,8.9
4231,94087,2018-01-17,4109032075,8.9
4232,134149,2018-01-17,4080595923,8.6
4233,66009,2018-01-17,4101047414,7.9
4234,86433,2018-01-17,4144320931,7.8
4235,164358,2018-01-17,4190455941,7.8
4236,116997,2018-01-17,4178633105,7.8
4237,144316,2018-01-17,4107977829,7.8
4238,95451,2018-01-17,3935450273,7.8
4239,145623,2018-01-17,4100835998,6.9
4240,99871,2018-01-17,4184598352,6.8
4241,68672,2018-01-17,4109698006,6.8
4242,124682,2018-01-17,3967059811,6.8
4243,126262,2018-01-17,4109658661,6.3
4244,157402,2018-01-17,4106183852,6.3
4245,164103,2018-01-17,4079930043,6.3
4246,68697,2018-01-17,4197715190,6.3
4247,155218,2018-01-17,4062439065,6.3
4248,86173,2018-01-17,4188643031,6.0
4249,113138,2018-01-17,4184491214,6.0
4250,118791,2018-01-17,4185890701,6.0
4251,118512,2018-01-17,3997971169,6.0
4252,106386,2018-01-17,4183958269,6.0
4253,58273,2018-01-17,4104244197,6.0
4254,72881,2018-01-17,4107467009,5.0
4255,75004,2018-01-17,4193444734,3.9
4256,78124,2018-01-17,4193016619,0.5
4257,59555,2018-01-17,4078300520,0.5
4258,132641,2018-01-17,4185422013,0.5
4259,68735,2018-01-18,4195641498,9399.0
4260,54548,2018-01-18,4200450792,6799.0
4261,58397,2018-01-18,4199173610,5999.0
4262,72133,2018-01-18,4190846435,5699.0
4263,158920,2018-01-18,4194279098,5399.0
4264,72291,2018-01-18,4193496326,5399.0
4265,148848,2018-01-18,4195141488,5288.0
4266,52029,2018-01-18,4194739201,5288.0
4267,132871,2018-01-18,4197485008,5099.0
4268,96915,2018-01-18,4193779690,4899.0
4269,142734,2018-01-18,4194847271,4899.0
4270,142890,2018-01-18,4193984590,4729.0
4271,136160,2018-01-18,4192766296,4699.0
4272,119722,2018-01-18,4156585329,4599.0
4273,163386,2018-01-18,4194051386,4499.0
4274,121575,2018-01-18,4195429186,3999.0
4275,140450,2018-01-18,4195722578,3999.0
4276,92025,2018-01-18,4195658026,3999.0
4277,95065,2018-01-18,4202475615,3999.0
4278,81645,2018-01-18,4195617695,3999.0
4279,136059,2018-01-18,4191115761,3999.0
4280,68141,2018-01-18,4191256382,3988.0
4281,68293,2018-01-18,4194447647,3988.0
4282,112391,2018-01-18,4203211618,3888.0
4283,64453,2018-01-18,4051936478,3869.0
4284,59398,2018-01-18,4080071674,3699.0
4285,153476,2018-01-18,4197678007,3699.0
4286,155802,2018-01-18,4191329775,3599.0
4287,115395,2018-01-18,4194634581,3499.0
4288,134887,2018-01-18,4200877126,3499.0
4289,126179,2018-01-18,4192576310,3386.0
4290,132215,2018-01-18,4191499587,3288.0
4291,128674,2018-01-18,4198460241,3249.0
4292,51455,2018-01-18,4201088839,2999.0
4293,151693,2018-01-18,4198552305,2988.0
4294,120270,2018-01-18,4197291383,2899.0
4295,81965,2018-01-18,4195763720,2899.0
4296,137893,2018-01-18,4191531284,2788.0
4297,110056,2018-01-18,4194460780,2749.0
4298,67703,2018-01-18,4191744355,2699.0
4299,70367,2018-01-18,4191874703,2599.0
4300,122210,2018-01-18,4198079764,2599.0
4301,65163,2018-01-18,4195736615,2588.0
4302,95413,2018-01-18,4199247425,2586.0
4303,69472,2018-01-18,4190363017,2499.0
4304,74023,2018-01-18,4190183750,2499.0
4305,163969,2018-01-18,4198348833,2499.0
4306,121107,2018-01-18,3672114786,2399.0
4307,92665,2018-01-18,4191580232,2399.0
4308,144355,2018-01-18,4180678101,2286.0
4309,108050,2018-01-18,4202494749,2278.0
