date,open,high,low,close,volume
2021-12-24,3645.395,3648.956,3612.067,3618.054,39034762500
2021-12-23,3625.47,3643.546,3618.048,3643.339,38292573400
2021-12-22,3632.676,3635.899,3616.548,3622.618,39482517700
2021-12-21,3591.452,3627.088,3591.452,3625.125,40818434800
2021-12-20,3620.037,3643.954,3589.36,3593.602,42385141000
2021-12-17,3670.258,3673.654,3631.661,3632.364,40848783700
2021-12-16,3648.927,3675.016,3644.665,3675.016,38132950700
2021-12-15,3655.049,3668.402,3645.243,3647.63,37747766700
2021-12-14,3669.807,3671.678,3654.656,3661.525,36217193400
2021-12-13,3686.937,3708.942,3678.058,3681.082,42409200900
2021-12-10,3654.368,3667.855,3651.353,3666.348,41998880100
2021-12-09,3641.158,3688.397,3638.702,3673.041,43191815700
2021-12-08,3602.824,3637.715,3591.986,3637.568,36103665700
2021-12-07,3611.217,3614.223,3572.569,3595.088,40384259400
2021-12-06,3615.236,3626.126,3586.805,3589.306,41867674300
2021-12-03,3576.45,3608.47,3573.214,3607.432,37755104800
2021-12-02,3573.247,3586.867,3567.137,3573.836,35404152400
2021-12-01,3561.886,3576.885,3558.691,3576.885,32987351700
2021-11-30,3570.747,3582.115,3546.362,3563.887,34918793800
2021-11-29,3528.672,3563.677,3526.355,3562.697,33361833100
2021-11-26,3576.114,3576.114,3554.88,3564.089,30100006600
2021-11-25,3593.388,3597.148,3579.533,3584.179,30645151800
2021-11-24,3590.019,3602.735,3575.288,3592.703,33677524600
2021-11-23,3580.506,3598.375,3577.361,3589.089,36001159300
2021-11-22,3562.763,3585.188,3562.751,3582.08,33000938500
2021-11-19,3519.276,3561.913,3517.651,3560.373,31798997600
2021-11-18,3531.492,3537.976,3513.114,3520.711,31242692700
2021-11-17,3518.565,3537.513,3513.523,3537.366,27673567100
2021-11-16,3530.458,3549.765,3517.807,3521.787,31039990900
2021-11-15,3542.903,3550.444,3521.292,3533.303,31301761200
2021-11-12,3534.151,3543.648,3527.39,3539.1,30868335400
2021-11-11,3486.451,3534.199,3482.829,3532.786,32208795700
2021-11-10,3498.945,3498.945,3448.438,3492.462,30703070800
2021-11-09,3507.108,3514.951,3489.043,3507.002,28731598900
2021-11-08,3491.971,3507.274,3484.24,3498.631,29818372200
2021-11-05,3520.207,3525.872,3491.457,3491.568,35453356500
2021-11-04,3505.894,3527.952,3503.006,3526.866,31944082900
2021-11-03,3501.105,3512.609,3480.488,3498.537,30660766900
2021-11-02,3543.383,3559.048,3477.664,3505.628,41756317300
2021-11-01,3530.396,3556.59,3519.29,3544.48,38225132500
2021-10-29,3519.328,3547.336,3502.801,3547.336,35880937700
2021-10-28,3548.702,3552.042,3509.487,3518.417,37817166600
2021-10-27,3589.857,3589.857,3553.128,3562.305,35062094000
2021-10-26,3612.833,3625.016,3589.706,3597.638,33727829100
2021-10-25,3574.263,3611.091,3564.206,3609.863,32119681600
2021-10-22,3594.746,3607.578,3578.76,3582.604,35315720300
