USERID,最近一次消费间隔,年消费次数,年消费金额,R,F,M,RFM,Label
78980,757,1,139.0,1,1,3,113,流失客户
64403,757,1,128.0,1,1,3,113,流失客户
87669,757,1,128.0,1,1,3,113,流失客户
106610,483,3,143.8,5,3,3,533,重要价值客户
151884,661,2,3108.9,2,2,5,225,新客户
163148,757,1,99.9,1,1,3,113,流失客户
87556,757,1,99.9,1,1,3,113,流失客户
96146,586,3,5697.0,3,3,5,335,重要挽留客户
67815,498,2,114.5,5,2,3,523,重要价值客户
91178,757,1,99.0,1,1,3,113,流失客户
120915,757,1,99.0,1,1,3,113,流失客户
123707,757,1,99.0,1,1,3,113,流失客户
104720,709,2,3442.0,2,2,5,225,新客户
72604,757,1,89.0,1,1,3,113,流失客户
93658,757,1,89.0,1,1,3,113,流失客户
115178,658,3,281.0,2,3,3,233,新客户
124809,703,3,4613.0,2,3,5,235,新客户
103034,731,2,91.0,2,2,3,223,新客户
72172,676,4,518.9,2,4,4,244,新客户
62810,715,2,358.0,2,2,4,224,新客户
162045,475,2,85.3,5,2,3,523,重要价值客户
151606,757,1,79.0,1,1,3,113,流失客户
77914,562,3,97.9,4,3,3,433,重要深耕客户
110555,757,1,78.0,1,1,3,113,流失客户
112648,757,1,69.0,1,1,3,113,流失客户
58274,497,2,79.9,5,2,3,523,重要价值客户
103279,757,1,69.0,1,1,3,113,流失客户
151133,757,1,69.0,1,1,3,113,流失客户
147415,757,1,69.0,1,1,3,113,流失客户
123396,757,1,68.0,1,1,3,113,流失客户
80191,757,1,66.0,1,1,3,113,流失客户
93050,580,2,623.0,4,2,4,424,重要深耕客户
84228,757,1,59.9,1,1,2,112,流失客户
68930,757,1,59.0,1,1,2,112,流失客户
58610,686,2,1547.0,2,2,4,224,新客户
145477,757,1,59.0,1,1,2,112,流失客户
164598,757,1,59.0,1,1,2,112,流失客户
65765,757,1,59.0,1,1,2,112,流失客户
54829,491,2,3458.0,5,2,5,525,重要价值客户
89043,542,2,158.0,4,2,3,423,重要深耕客户
61434,757,1,59.0,1,1,2,112,流失客户
115847,500,4,2699.9,5,4,5,545,重要价值客户
87553,757,1,59.0,1,1,2,112,流失客户
108628,757,1,59.0,1,1,2,112,流失客户
115010,757,1,55.0,1,1,2,112,流失客户
138497,757,1,51.0,1,1,2,112,流失客户
118516,757,1,49.0,1,1,2,112,流失客户
56108,757,1,49.0,1,1,2,112,流失客户
140177,757,1,49.0,1,1,2,112,流失客户
81566,695,3,3297.9,2,3,5,235,新客户
97240,757,1,49.0,1,1,2,112,流失客户
150589,616,2,1937.0,3,2,4,324,潜力客户
59228,757,1,49.0,1,1,2,112,流失客户
113324,588,2,1298.0,3,2,4,324,潜力客户
54383,522,2,93.9,4,2,3,423,重要深耕客户
108443,757,1,42.0,1,1,2,112,流失客户
61430,670,2,49.8,2,2,2,222,一般维持客户
93656,757,1,39.0,1,1,2,112,流失客户
111059,643,2,86.4,3,2,3,323,潜力客户
52840,757,1,37.4,1,1,2,112,流失客户
77233,757,1,35.0,1,1,2,112,流失客户
97069,658,2,228.9,2,2,3,223,新客户
95757,757,1,29.0,1,1,2,112,流失客户
131875,757,1,29.0,1,1,2,112,流失客户
123741,757,1,29.0,1,1,2,112,流失客户
121306,757,1,29.0,1,1,2,112,流失客户
145285,757,1,29.0,1,1,2,112,流失客户
67191,757,1,29.0,1,1,2,112,流失客户
140553,550,4,2874.0,4,4,5,445,重要唤回客户
72527,456,2,75.9,5,2,3,523,重要价值客户
147387,652,3,2790.9,3,3,5,335,重要挽留客户
154456,757,1,21.9,1,1,2,112,流失客户
106303,757,1,21.0,1,1,2,112,流失客户
65952,757,1,20.5,1,1,2,112,流失客户
129613,757,1,19.9,1,1,2,112,流失客户
158643,757,1,19.9,1,1,2,112,流失客户
93371,757,1,19.9,1,1,2,112,流失客户
68003,757,1,19.9,1,1,2,112,流失客户
62559,660,2,27.9,2,2,2,222,一般维持客户
95349,757,1,19.0,1,1,2,112,流失客户
98452,757,1,19.0,1,1,2,112,流失客户
153573,757,1,18.9,1,1,2,112,流失客户
118312,685,2,957.0,2,2,4,224,新客户
94086,757,1,18.0,1,1,2,112,流失客户
160924,740,2,237.9,1,2,3,123,流失客户
115625,757,1,16.6,1,1,2,112,流失客户
155078,521,2,54.0,4,2,2,422,重要深耕客户
104794,757,1,15.0,1,1,2,112,流失客户
99886,709,2,21.1,2,2,2,222,一般维持客户
148975,757,1,14.0,1,1,1,111,流失客户
94282,757,1,14.0,1,1,1,111,流失客户
127489,594,4,45.6,3,4,2,342,重要挽留客户
103585,666,2,22.9,2,2,2,222,一般维持客户
58053,757,1,12.9,1,1,1,111,流失客户
54308,757,1,12.6,1,1,1,111,流失客户
120037,610,2,67.5,3,2,3,323,潜力客户
122480,655,2,811.0,2,2,4,224,新客户
87022,757,1,11.9,1,1,1,111,流失客户
113248,757,1,11.9,1,1,1,111,流失客户
71812,757,1,11.9,1,1,1,111,流失客户
94885,535,3,258.9,4,3,3,433,重要深耕客户
99309,757,1,9.9,1,1,1,111,流失客户
103447,757,1,9.9,1,1,1,111,流失客户
121828,757,1,9.9,1,1,1,111,流失客户
77310,757,1,9.9,1,1,1,111,流失客户
124775,757,1,9.9,1,1,1,111,流失客户
116022,757,1,9.9,1,1,1,111,流失客户
54347,757,1,9.9,1,1,1,111,流失客户
132928,757,1,9.9,1,1,1,111,流失客户
94681,757,1,9.9,1,1,1,111,流失客户
132793,757,1,9.9,1,1,1,111,流失客户
113188,757,1,9.9,1,1,1,111,流失客户
160928,519,3,2230.8,4,3,4,434,重要深耕客户
54636,757,1,9.9,1,1,1,111,流失客户
154049,757,1,9.9,1,1,1,111,流失客户
117949,554,2,77.8,4,2,3,423,重要深耕客户
92247,757,1,9.8,1,1,1,111,流失客户
98882,757,1,9.0,1,1,1,111,流失客户
137963,757,1,9.0,1,1,1,111,流失客户
121368,757,1,8.9,1,1,1,111,流失客户
96705,757,1,8.9,1,1,1,111,流失客户
129442,757,1,8.9,1,1,1,111,流失客户
127922,757,1,8.9,1,1,1,111,流失客户
63616,757,1,8.9,1,1,1,111,流失客户
140164,757,1,8.9,1,1,1,111,流失客户
126014,757,1,8.8,1,1,1,111,流失客户
112115,703,2,25.5,2,2,2,222,一般维持客户
118536,757,1,7.8,1,1,1,111,流失客户
59277,562,2,17.7,4,2,2,422,重要深耕客户
158371,757,1,7.8,1,1,1,111,流失客户
157550,757,1,7.8,1,1,1,111,流失客户
135892,574,2,61.4,4,2,2,422,重要深耕客户
155940,679,2,114.9,2,2,3,223,新客户
99996,757,1,6.8,1,1,1,111,流失客户
95403,757,1,6.8,1,1,1,111,流失客户
144994,587,3,117.19999999999999,3,3,3,333,潜力客户
57918,757,1,6.3,1,1,1,111,流失客户
157173,640,2,3005.0,3,2,5,325,潜力客户
110346,688,2,2804.9,2,2,5,225,新客户
128522,757,1,3.9,1,1,1,111,流失客户
71265,757,1,2.9,1,1,1,111,流失客户
79617,457,3,5536.5,5,3,5,535,重要价值客户
132943,757,1,0.5,1,1,1,111,流失客户
52768,611,2,1580.5,3,2,4,324,潜力客户
69778,756,1,6899.0,1,1,5,115,流失客户
164597,756,1,5288.0,1,1,5,115,流失客户
84059,755,2,5009.9,1,2,5,125,流失客户
112816,756,1,4799.0,1,1,5,115,流失客户
92865,655,2,7798.0,2,2,5,225,新客户
76753,756,1,4586.0,1,1,5,115,流失客户
53271,756,1,4548.0,1,1,5,115,流失客户
61426,458,3,4513.3,5,3,5,535,重要价值客户
150046,542,2,4313.0,4,2,5,425,重要深耕客户
165050,756,1,3999.0,1,1,5,115,流失客户
88104,706,2,8898.0,2,2,5,225,新客户
125196,686,3,4054.9,2,3,5,235,新客户
163616,756,1,3799.0,1,1,5,115,流失客户
105042,606,2,3818.9,3,2,5,325,潜力客户
60953,663,2,3817.9,2,2,5,225,新客户
81469,756,1,3799.0,1,1,5,115,流失客户
78494,574,2,3608.9,4,2,5,425,重要深耕客户
156807,512,2,3968.0,5,2,5,525,重要价值客户
87709,457,2,3676.0,5,2,5,525,重要价值客户
158366,503,2,4747.0,5,2,5,525,重要价值客户
140384,756,1,3349.0,1,1,5,115,流失客户
154575,756,1,3344.0,1,1,5,115,流失客户
137843,756,1,3299.0,1,1,5,115,流失客户
148484,579,2,3829.0,4,2,5,425,重要深耕客户
151201,493,2,3118.9,5,2,5,525,重要价值客户
92604,756,1,3099.0,1,1,5,115,流失客户
52372,756,1,2999.0,1,1,5,115,流失客户
89019,756,1,2899.0,1,1,5,115,流失客户
157343,756,1,2799.0,1,1,5,115,流失客户
147108,631,2,2747.0,3,2,5,325,潜力客户
62471,679,2,3835.0,2,2,5,225,新客户
142634,756,1,2586.0,1,1,5,115,流失客户
103553,756,1,2499.0,1,1,5,115,流失客户
96159,756,1,2488.0,1,1,5,115,流失客户
146007,553,3,2471.9,4,3,5,435,重要深耕客户
158053,629,3,3962.9,3,3,5,335,重要挽留客户
124870,756,1,2250.0,1,1,4,114,流失客户
55873,756,1,2199.0,1,1,4,114,流失客户
158122,499,3,8126.0,5,3,5,535,重要价值客户
87625,756,1,2099.0,1,1,4,114,流失客户
161286,733,2,2096.9,2,2,4,224,新客户
106844,578,3,2777.0,4,3,5,435,重要深耕客户
64839,756,1,1599.0,1,1,4,114,流失客户
138925,708,2,1601.9,2,2,4,224,新客户
97464,756,1,1449.0,1,1,4,114,流失客户
74939,600,3,4459.9,3,3,5,335,重要挽留客户
163708,596,2,1309.9,3,2,4,324,潜力客户
77466,756,1,1299.0,1,1,4,114,流失客户
143835,756,1,1299.0,1,1,4,114,流失客户
154175,537,3,1314.2,4,3,4,434,重要深耕客户
58653,521,3,1300.8000000000002,4,3,4,434,重要深耕客户
138312,756,1,1259.0,1,1,4,114,流失客户
54079,548,3,4557.0,4,3,5,435,重要深耕客户
106924,756,1,1198.0,1,1,4,114,流失客户
83912,756,1,999.0,1,1,4,114,流失客户
120778,756,1,939.0,1,1,4,114,流失客户
86378,493,3,7288.0,5,3,5,535,重要价值客户
106000,756,1,799.0,1,1,4,114,流失客户
73189,756,1,699.0,1,1,4,114,流失客户
69704,561,4,815.8,4,4,4,444,重要深耕客户
56350,756,1,450.0,1,1,4,114,流失客户
144327,723,2,420.9,2,2,4,224,新客户
61354,581,2,464.9,4,2,4,424,重要深耕客户
67387,756,1,399.0,1,1,4,114,流失客户
59403,756,1,399.0,1,1,4,114,流失客户
134349,756,1,299.0,1,1,3,113,流失客户
91018,756,1,299.0,1,1,3,113,流失客户
83080,756,1,295.0,1,1,3,113,流失客户
104119,756,1,279.0,1,1,3,113,流失客户
57987,756,1,249.0,1,1,3,113,流失客户
64597,610,3,625.9,3,3,4,334,重要挽留客户
148251,463,2,558.0,5,2,4,524,重要价值客户
99336,756,1,208.0,1,1,3,113,流失客户
81714,502,2,238.9,5,2,3,523,重要价值客户
135949,641,3,307.0,3,3,4,334,重要挽留客户
163657,756,1,179.0,1,1,3,113,流失客户
123638,494,3,185.70000000000002,5,3,3,533,重要价值客户
148448,756,1,139.0,1,1,3,113,流失客户
106684,756,1,129.0,1,1,3,113,流失客户
120371,756,1,128.0,1,1,3,113,流失客户
92035,635,2,148.9,3,2,3,323,潜力客户
101564,756,1,99.0,1,1,3,113,流失客户
136217,756,1,99.0,1,1,3,113,流失客户
89935,756,1,99.0,1,1,3,113,流失客户
115545,756,1,99.0,1,1,3,113,流失客户
143875,756,1,99.0,1,1,3,113,流失客户
60688,756,1,99.0,1,1,3,113,流失客户
119416,756,1,99.0,1,1,3,113,流失客户
107519,756,1,99.0,1,1,3,113,流失客户
81085,736,2,357.0,1,2,4,124,流失客户
118793,692,2,287.0,2,2,3,223,新客户
100199,756,1,79.0,1,1,3,113,流失客户
94507,756,1,79.0,1,1,3,113,流失客户
146372,756,1,78.0,1,1,3,113,流失客户
86660,756,1,74.8,1,1,3,113,流失客户
59134,724,2,80.9,2,2,3,223,新客户
51324,756,1,69.0,1,1,3,113,流失客户
79724,664,2,128.0,2,2,3,223,新客户
67764,756,1,69.0,1,1,3,113,流失客户
144990,654,2,142.8,2,2,3,223,新客户
135120,756,1,66.0,1,1,3,113,流失客户
89454,756,1,65.0,1,1,3,113,流失客户
94341,756,1,62.0,1,1,3,113,流失客户
122997,756,1,59.0,1,1,2,112,流失客户
133451,493,2,72.9,5,2,3,523,重要价值客户
111968,559,2,3539.0,4,2,5,425,重要深耕客户
72686,612,2,208.0,3,2,3,323,潜力客户
100451,558,3,467.0,4,3,4,434,重要深耕客户
144862,521,3,1567.0,4,3,4,434,重要深耕客户
128037,553,2,3403.0,4,2,5,425,重要深耕客户
101897,756,1,59.0,1,1,2,112,流失客户
122568,635,2,98.0,3,2,3,323,潜力客户
56202,627,2,1558.0,3,2,4,324,潜力客户
124558,756,1,59.0,1,1,2,112,流失客户
154834,756,1,59.0,1,1,2,112,流失客户
64051,488,2,73.9,5,2,3,523,重要价值客户
143948,756,1,59.0,1,1,2,112,流失客户
53284,756,1,56.0,1,1,2,112,流失客户
126801,756,1,54.0,1,1,2,112,流失客户
161086,756,1,49.0,1,1,2,112,流失客户
161396,756,1,49.0,1,1,2,112,流失客户
111978,756,1,49.0,1,1,2,112,流失客户
72624,478,2,366.0,5,2,4,524,重要价值客户
100602,670,2,285.9,2,2,3,223,新客户
136008,756,1,46.9,1,1,2,112,流失客户
128806,756,1,44.9,1,1,2,112,流失客户
128384,756,1,39.0,1,1,2,112,流失客户
149100,756,1,39.0,1,1,2,112,流失客户
113268,756,1,39.0,1,1,2,112,流失客户
97374,756,1,39.0,1,1,2,112,流失客户
149583,739,2,45.3,1,2,2,122,流失客户
75836,537,3,1547.9,4,3,4,434,重要深耕客户
104233,641,3,3933.0,3,3,5,335,重要挽留客户
115076,652,3,432.9,3,3,4,334,重要挽留客户
74150,552,3,136.0,4,3,3,433,重要深耕客户
156769,756,1,29.0,1,1,2,112,流失客户
110552,571,2,68.9,4,2,3,423,重要深耕客户
151083,502,3,226.8,5,3,3,533,重要价值客户
82823,640,2,419.9,3,2,4,324,潜力客户
115225,566,4,3838.9,4,4,5,445,重要唤回客户
154129,690,2,100.9,2,2,3,223,新客户
66318,756,1,21.9,1,1,2,112,流失客户
84064,556,3,108.6,4,3,3,433,重要深耕客户
146016,620,2,588.9,3,2,4,324,潜力客户
84130,756,1,19.9,1,1,2,112,流失客户
121146,740,2,32.8,1,2,2,122,流失客户
98634,713,2,78.9,2,2,3,223,新客户
75657,501,4,2024.9,5,4,4,544,重要价值客户
109865,756,1,19.0,1,1,2,112,流失客户
85920,756,1,18.0,1,1,2,112,流失客户
91198,461,2,35.9,5,2,2,522,重要价值客户
100690,744,2,2260.6,1,2,4,124,流失客户
73266,708,2,114.0,2,2,3,223,新客户
159005,619,2,30.5,3,2,2,322,潜力客户
115291,606,2,24.9,3,2,2,322,潜力客户
58381,756,1,14.9,1,1,1,111,流失客户
96393,756,1,13.9,1,1,1,111,流失客户
56067,756,1,13.9,1,1,1,111,流失客户
58315,667,2,52.5,2,2,2,222,一般维持客户
63086,756,1,12.9,1,1,1,111,流失客户
128703,655,2,21.8,2,2,2,222,一般维持客户
140913,495,4,1278.8000000000002,5,4,4,544,重要价值客户
115171,756,1,11.9,1,1,1,111,流失客户
138494,490,3,1067.8,5,3,4,534,重要价值客户
145045,557,2,4010.0,4,2,5,425,重要深耕客户
99350,756,1,10.9,1,1,1,111,流失客户
91703,687,2,209.9,2,2,3,223,新客户
97278,567,2,30.799999999999997,4,2,2,422,重要深耕客户
150809,756,1,10.0,1,1,1,111,流失客户
111806,756,1,9.9,1,1,1,111,流失客户
155267,756,1,9.9,1,1,1,111,流失客户
68569,756,1,9.9,1,1,1,111,流失客户
77412,756,1,9.9,1,1,1,111,流失客户
146684,640,3,507.79999999999995,3,3,4,334,重要挽留客户
154203,707,2,2708.9,2,2,5,225,新客户
131994,756,1,9.9,1,1,1,111,流失客户
146071,616,2,68.9,3,2,3,323,潜力客户
85255,756,1,9.9,1,1,1,111,流失客户
136274,756,1,9.9,1,1,1,111,流失客户
156909,600,2,21.8,3,2,2,322,潜力客户
141412,456,3,556.9,5,3,4,534,重要价值客户
149972,664,2,4008.9,2,2,5,225,新客户
93123,756,1,9.9,1,1,1,111,流失客户
84816,756,1,9.9,1,1,1,111,流失客户
55008,494,3,1696.8,5,3,4,534,重要价值客户
97261,756,1,9.0,1,1,1,111,流失客户
84186,634,2,4008.0,3,2,5,325,潜力客户
159390,727,2,407.9,2,2,4,224,新客户
71311,756,1,8.9,1,1,1,111,流失客户
127261,756,1,8.6,1,1,1,111,流失客户
95986,756,1,8.6,1,1,1,111,流失客户
134055,686,3,777.5,2,3,4,234,新客户
124303,756,1,7.8,1,1,1,111,流失客户
57892,694,2,2350.8,2,2,5,225,新客户
130686,528,3,67.7,4,3,3,433,重要深耕客户
123755,756,1,6.8,1,1,1,111,流失客户
53695,728,2,2094.3,2,2,4,224,新客户
149210,756,1,3.9,1,1,1,111,流失客户
119119,605,2,10.4,3,2,1,321,潜力客户
158509,756,1,0.5,1,1,1,111,流失客户
154774,756,1,0.5,1,1,1,111,流失客户
155393,519,3,707.5,4,3,4,434,重要深耕客户
139446,756,1,0.5,1,1,1,111,流失客户
135855,672,2,7.3,2,2,1,221,一般维持客户
85374,756,1,0.5,1,1,1,111,流失客户
80019,755,1,8999.0,1,1,5,115,流失客户
104834,755,1,8599.0,1,1,5,115,流失客户
51454,755,1,6200.0,1,1,5,115,流失客户
97286,755,1,5399.0,1,1,5,115,流失客户
67728,755,1,5288.0,1,1,5,115,流失客户
164992,755,1,4899.0,1,1,5,115,流失客户
102248,755,1,4280.0,1,1,5,115,流失客户
61687,501,4,7917.8,5,4,5,545,重要价值客户
113959,755,1,3999.0,1,1,5,115,流失客户
55799,755,1,3999.0,1,1,5,115,流失客户
140452,755,1,3789.0,1,1,5,115,流失客户
54430,755,1,3599.0,1,1,5,115,流失客户
57711,755,1,3599.0,1,1,5,115,流失客户
159819,755,1,3499.0,1,1,5,115,流失客户
95237,750,2,6143.0,1,2,5,125,流失客户
144210,526,3,3502.0,4,3,5,435,重要深耕客户
132724,480,2,3248.0,5,2,5,525,重要价值客户
150900,755,1,2999.0,1,1,5,115,流失客户
86769,755,2,3398.0,1,2,5,125,流失客户
53973,645,3,2912.2,3,3,5,335,重要挽留客户
140667,755,1,2799.0,1,1,5,115,流失客户
78069,755,1,2699.0,1,1,5,115,流失客户
64677,700,2,2618.9,2,2,5,225,新客户
85684,755,1,2586.0,1,1,5,115,流失客户
76443,755,1,2499.0,1,1,5,115,流失客户
100333,741,2,2505.0,1,2,5,125,流失客户
52072,755,1,2365.0,1,1,5,115,流失客户
80795,755,1,2299.0,1,1,5,115,流失客户
139417,755,1,2286.0,1,1,4,114,流失客户
63665,755,1,2199.0,1,1,4,114,流失客户
140638,755,1,2199.0,1,1,4,114,流失客户
141944,755,1,1999.0,1,1,4,114,流失客户
96296,583,2,9598.0,3,2,5,325,潜力客户
75924,755,1,1990.0,1,1,4,114,流失客户
144473,755,1,1899.0,1,1,4,114,流失客户
92508,755,1,1899.0,1,1,4,114,流失客户
67162,755,1,1888.0,1,1,4,114,流失客户
107785,755,1,1673.0,1,1,4,114,流失客户
104577,755,1,1499.0,1,1,4,114,流失客户
57443,494,2,2198.0,5,2,4,524,重要价值客户
68896,717,2,2727.0,2,2,5,225,新客户
112948,696,2,3167.0,2,2,5,225,新客户
62336,599,2,1010.8,3,2,4,324,潜力客户
109068,549,3,3336.0,4,3,5,435,重要深耕客户
90960,535,2,1038.9,4,2,4,424,重要深耕客户
115451,755,1,866.0,1,1,4,114,流失客户
112274,755,1,799.0,1,1,4,114,流失客户
52259,755,1,789.0,1,1,4,114,流失客户
74544,463,3,3565.0,5,3,5,535,重要价值客户
104185,755,1,498.0,1,1,4,114,流失客户
100250,755,1,439.0,1,1,4,114,流失客户
150874,755,1,439.0,1,1,4,114,流失客户
61318,641,2,458.4,3,2,4,324,潜力客户
70364,755,1,399.0,1,1,4,114,流失客户
164635,755,1,399.0,1,1,4,114,流失客户
154535,584,2,758.0,3,2,4,324,潜力客户
68156,629,2,3698.0,3,2,5,325,潜力客户
120160,755,1,289.0,1,1,3,113,流失客户
133337,755,1,199.0,1,1,3,113,流失客户
74391,755,1,199.0,1,1,3,113,流失客户
152630,755,1,198.0,1,1,3,113,流失客户
91746,755,1,179.0,1,1,3,113,流失客户
53867,755,1,178.0,1,1,3,113,流失客户
121197,530,3,709.0,4,3,4,434,重要深耕客户
70696,755,1,149.0,1,1,3,113,流失客户
78179,755,1,135.0,1,1,3,113,流失客户
110504,755,1,129.0,1,1,3,113,流失客户
68859,755,1,128.0,1,1,3,113,流失客户
58428,755,1,118.0,1,1,3,113,流失客户
148250,755,1,109.0,1,1,3,113,流失客户
115097,472,2,112.9,5,2,3,523,重要价值客户
135709,596,2,268.9,3,2,3,323,潜力客户
94657,755,2,110.9,1,2,3,123,流失客户
100093,755,1,99.0,1,1,3,113,流失客户
150412,755,1,99.0,1,1,3,113,流失客户
113195,755,1,98.0,1,1,3,113,流失客户
161521,526,2,1438.9,4,2,4,424,重要深耕客户
155198,755,1,88.0,1,1,3,113,流失客户
131281,611,2,206.0,3,2,3,323,潜力客户
109102,676,2,145.0,2,2,3,223,新客户
128052,755,1,79.0,1,1,3,113,流失客户
130707,755,1,79.0,1,1,3,113,流失客户
85571,755,1,78.0,1,1,3,113,流失客户
134626,693,2,128.9,2,2,3,223,新客户
121523,755,1,69.0,1,1,3,113,流失客户
80842,634,2,3368.0,3,2,5,325,潜力客户
79497,571,3,90.80000000000001,4,3,3,433,重要深耕客户
56703,611,2,90.9,3,2,3,323,潜力客户
131257,502,2,248.0,5,2,3,523,重要价值客户
59321,755,1,69.0,1,1,3,113,流失客户
57309,755,1,69.0,1,1,3,113,流失客户
63623,559,2,90.6,4,2,3,423,重要深耕客户
146731,755,1,68.0,1,1,3,113,流失客户
81182,755,1,59.0,1,1,2,112,流失客户
161203,755,1,59.0,1,1,2,112,流失客户
131666,755,1,59.0,1,1,2,112,流失客户
133096,706,3,6987.0,2,3,5,235,新客户
78912,755,1,58.0,1,1,2,112,流失客户
75549,712,2,65.9,2,2,3,223,新客户
59428,755,1,54.0,1,1,2,112,流失客户
93709,755,1,49.0,1,1,2,112,流失客户
163042,749,2,1048.0,1,2,4,124,流失客户
164825,636,2,1848.0,3,2,4,324,潜力客户
134417,755,1,49.0,1,1,2,112,流失客户
98398,755,1,49.0,1,1,2,112,流失客户
124213,755,1,44.9,1,1,2,112,流失客户
118499,755,1,44.9,1,1,2,112,流失客户
56017,755,1,44.9,1,1,2,112,流失客户
131395,659,2,83.9,2,2,3,223,新客户
71263,755,1,39.9,1,1,2,112,流失客户
144383,755,1,39.9,1,1,2,112,流失客户
126148,755,1,39.0,1,1,2,112,流失客户
147428,701,2,48.0,2,2,2,222,一般维持客户
76276,755,1,39.0,1,1,2,112,流失客户
77022,684,2,38.8,2,2,2,222,一般维持客户
118358,755,1,29.0,1,1,2,112,流失客户
75445,755,1,29.0,1,1,2,112,流失客户
152151,755,1,26.9,1,1,2,112,流失客户
80142,614,2,105.9,3,2,3,323,潜力客户
84857,755,1,26.9,1,1,2,112,流失客户
107489,755,1,25.0,1,1,2,112,流失客户
78722,755,1,23.9,1,1,2,112,流失客户
162823,628,2,102.9,3,2,3,323,潜力客户
140567,736,2,88.9,1,2,3,123,流失客户
59450,593,2,29.799999999999997,3,2,2,322,潜力客户
130082,755,1,19.9,1,1,2,112,流失客户
59093,555,2,198.9,4,2,3,423,重要深耕客户
123243,755,1,19.9,1,1,2,112,流失客户
80942,755,1,19.9,1,1,2,112,流失客户
131650,755,1,19.9,1,1,2,112,流失客户
159982,755,1,19.0,1,1,2,112,流失客户
161745,631,2,40.8,3,2,2,322,潜力客户
144879,755,1,15.6,1,1,2,112,流失客户
126996,755,1,14.8,1,1,1,111,流失客户
127368,725,2,83.8,2,2,3,223,新客户
141215,755,1,14.0,1,1,1,111,流失客户
110761,755,1,13.8,1,1,1,111,流失客户
127648,755,1,12.5,1,1,1,111,流失客户
135485,643,3,35.3,3,3,2,332,潜力客户
66734,755,1,12.0,1,1,1,111,流失客户
89198,755,1,12.0,1,1,1,111,流失客户
88684,755,1,11.9,1,1,1,111,流失客户
77055,580,2,510.9,4,2,4,424,重要深耕客户
71864,755,1,11.9,1,1,1,111,流失客户
106779,755,1,11.9,1,1,1,111,流失客户
56970,755,1,11.9,1,1,1,111,流失客户
116972,755,1,11.9,1,1,1,111,流失客户
133673,742,2,23.9,1,2,2,122,流失客户
85555,606,2,23.1,3,2,2,322,潜力客户
53921,755,1,11.0,1,1,1,111,流失客户
